round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,J,-0.2896900956686055,0.19336772935364285,"{'J': 0.9241311796377876, 'F': 0.07586882036221243}","{'J': 0.6826022671266634, 'F': 0.3173977328733366}",7.0,6.4,6.0,7.0,8.0,8.0,6.0,6.0,7.0,6.0,8.0,5.0
2,J,J,-0.7027073629807503,0.25734032682214925,"{'J': 0.8006864427555773, 'F': 0.19931355724442265}","{'J': 0.5621915103652517, 'F': 0.4378084896347483}",6.8,6.4,6.0,7.0,8.0,8.0,5.0,6.0,7.0,6.0,8.0,5.0
3,J,J,-1.1551542284924488,0.3791361443982692,"{'J': 0.8222003929273084, 'F': 0.17779960707269155}","{'J': 0.5350790513833992, 'F': 0.46492094861660077}",7.0,6.4,6.0,7.0,8.0,8.0,6.0,6.0,7.0,6.0,8.0,5.0
4,J,J,-1.532118648510798,0.4879772720963652,"{'J': 0.8354771530074727, 'F': 0.16452284699252726}","{'J': 0.59257437914925, 'F': 0.40742562085074996}",7.0,6.4,6.0,7.0,8.0,8.0,6.0,6.0,7.0,6.0,8.0,5.0
5,J,J,-1.8633711984903982,0.5970153024469897,"{'J': 0.8499388004895961, 'F': 0.15006119951040392}","{'J': 0.6297935103244838, 'F': 0.3702064896755162}",7.6,6.4,8.0,7.0,8.0,9.0,6.0,6.0,7.0,6.0,8.0,5.0
6,J,J,-2.249131545713592,0.6988342259846916,"{'J': 0.8289038579301898, 'F': 0.17109614206981016}","{'J': 0.5851142225497421, 'F': 0.4148857774502579}",7.0,6.4,6.0,7.0,8.0,8.0,6.0,6.0,7.0,6.0,8.0,5.0
7,J,J,-2.614995895384238,0.8724202740991005,"{'J': 0.8774572845857064, 'F': 0.12254271541429358}","{'J': 0.607732085693179, 'F': 0.39226791430682095}",7.0,6.4,6.0,8.0,7.0,8.0,6.0,6.0,7.0,6.0,8.0,5.0
8,J,J,-3.024055651220605,1.0233978034430804,"{'J': 0.8499693815064299, 'F': 0.1500306184935701}","{'J': 0.5699507389162561, 'F': 0.43004926108374386}",8.2,6.8,8.0,9.0,8.0,9.0,7.0,6.0,7.0,8.0,8.0,5.0
9,J,J,-3.4373258110807,1.165708757606612,"{'J': 0.8438839231051793, 'F': 0.15611607689482063}","{'J': 0.5660933660933661, 'F': 0.4339066339066339}",7.0,6.4,6.0,8.0,7.0,8.0,6.0,6.0,7.0,6.0,8.0,5.0
10,J,J,-3.7855608240247958,1.3029200220357264,"{'J': 0.8615836494921062, 'F': 0.13841635050789378}","{'J': 0.618860510805501, 'F': 0.381139489194499}",8.2,6.8,8.0,9.0,8.0,9.0,7.0,6.0,7.0,8.0,8.0,5.0
