round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,J,6.0232887789580865,7.438226124797563,"{'J': 0.7372280615986312, 'F': 0.26277193840136887}","{'J': 0.5350941550501345, 'F': 0.4649058449498655}",5.2,5.6,4.0,6.0,5.0,8.0,3.0,6.0,4.0,6.0,8.0,4.0
2,J,J,12.095715901848315,14.277725202618527,"{'J': 0.640724424865394, 'F': 0.35927557513460595}","{'J': 0.5311427170181462, 'F': 0.46885728298185386}",4.2,5.6,4.0,3.0,4.0,8.0,2.0,6.0,4.0,6.0,8.0,4.0
3,J,J,18.04156196282503,21.075692165312077,"{'J': 0.6333822809593734, 'F': 0.3666177190406265}","{'J': 0.5116507235712534, 'F': 0.48834927642874665}",5.6,5.6,4.0,6.0,6.0,8.0,4.0,6.0,4.0,6.0,8.0,4.0
4,J,J,23.991407624468415,27.85206750086929,"{'J': 0.6298288508557457, 'F': 0.37017114914425425}","{'J': 0.5117531831537708, 'F': 0.48824681684622917}",5.2,5.6,4.0,6.0,5.0,8.0,3.0,6.0,4.0,6.0,8.0,4.0
5,J,J,30.007179850687585,34.71382490548803,"{'J': 0.6441507586882036, 'F': 0.3558492413117964}","{'J': 0.5232957332025503, 'F': 0.4767042667974497}",5.6,5.6,4.0,6.0,6.0,8.0,4.0,6.0,4.0,6.0,8.0,4.0
6,J,J,35.929728298462535,41.66331721629694,"{'J': 0.6583455702398434, 'F': 0.34165442976015664}","{'J': 0.5116393040921343, 'F': 0.48836069590786574}",4.8,5.6,4.0,5.0,4.0,8.0,3.0,6.0,4.0,6.0,8.0,4.0
7,J,F,41.753906817344344,48.71824610300611,"{'J': 0.6758214811181952, 'F': 0.3241785188818048}","{'J': 0.5, 'F': 0.5}",4.2,5.6,4.0,3.0,4.0,8.0,2.0,6.0,4.0,6.0,8.0,4.0
8,J,J,47.81540012133625,55.64457009833536,"{'J': 0.6547589919256178, 'F': 0.3452410080743822}","{'J': 0.5312117503059975, 'F': 0.46878824969400246}",4.2,5.6,4.0,3.0,4.0,8.0,2.0,6.0,4.0,6.0,8.0,4.0
9,J,J,54.00641431080058,62.87174316106853,"{'J': 0.7025703794369645, 'F': 0.2974296205630355}","{'J': 0.5545476832556999, 'F': 0.4454523167443001}",5.4,5.6,4.0,6.0,5.0,8.0,4.0,6.0,4.0,6.0,8.0,4.0
10,J,J,59.99585620305765,69.73498053568902,"{'J': 0.6443084455324357, 'F': 0.3556915544675643}","{'J': 0.5194805194805194, 'F': 0.4805194805194805}",4.4,5.6,4.0,3.0,4.0,8.0,3.0,6.0,4.0,6.0,8.0,4.0
