round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,J,1.6095193137060335,1.7242930775219836,"{'J': 0.68603515625, 'F': 0.31396484375}","{'J': 0.6477772349780166, 'F': 0.3522227650219834}",6.8,7.0,6.0,8.0,7.0,8.0,5.0,6.0,8.0,7.0,8.0,6.0
2,J,F,2.954096045524195,3.383709645662732,"{'J': 0.5544699560332194, 'F': 0.44553004396678064}","{'J': 0.44952334392569054, 'F': 0.5504766560743095}",6.4,6.4,6.0,7.0,6.0,8.0,5.0,6.0,7.0,6.0,8.0,5.0
3,J,J,4.354197569772779,5.095236802444155,"{'J': 0.6077186126038104, 'F': 0.39228138739618956}","{'J': 0.5039100684261975, 'F': 0.49608993157380255}",6.8,6.4,6.0,7.0,8.0,8.0,5.0,6.0,7.0,6.0,8.0,5.0
4,J,F,5.706720378306243,6.703974176579573,"{'J': 0.5233325189347666, 'F': 0.4766674810652333}","{'J': 0.43792766373411535, 'F': 0.5620723362658846}",6.8,6.4,6.0,7.0,8.0,8.0,5.0,6.0,7.0,6.0,8.0,5.0
5,J,F,7.062217818330225,8.34074158559984,"{'J': 0.543010752688172, 'F': 0.45698924731182794}","{'J': 0.44925409635607727, 'F': 0.5507459036439227}",6.4,6.8,6.0,7.0,6.0,8.0,5.0,6.0,7.0,8.0,8.0,5.0
6,J,F,8.480106381380079,9.911122817271394,"{'J': 0.5195503421309873, 'F': 0.4804496578690127}","{'J': 0.4687194525904203, 'F': 0.5312805474095796}",6.8,6.8,6.0,7.0,8.0,8.0,5.0,6.0,7.0,8.0,8.0,5.0
7,J,F,9.898468399388584,11.550915415305266,"{'J': 0.5659824046920822, 'F': 0.4340175953079179}","{'J': 0.49217221135029354, 'F': 0.5078277886497065}",6.6,6.4,6.0,7.0,8.0,8.0,4.0,6.0,7.0,6.0,8.0,5.0
8,J,J,11.363903114953096,13.190112014990621,"{'J': 0.5812759716450746, 'F': 0.41872402835492545}","{'J': 0.5233553436047933, 'F': 0.47664465639520665}",6.8,6.8,6.0,7.0,8.0,8.0,5.0,6.0,7.0,8.0,8.0,5.0
9,J,F,12.781918614319132,14.760239374029812,"{'J': 0.5194234058148057, 'F': 0.4805765941851942}","{'J': 0.4687194525904203, 'F': 0.5312805474095796}",6.8,6.8,6.0,7.0,8.0,8.0,5.0,6.0,7.0,8.0,8.0,5.0
10,J,F,14.223619909845898,16.37683678297628,"{'J': 0.5582987044732339, 'F': 0.44170129552676607}","{'J': 0.5, 'F': 0.5}",6.8,6.4,6.0,7.0,8.0,8.0,5.0,6.0,7.0,6.0,8.0,5.0
