round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,F,0.5162216373774138,4.613528121753851,"{'J': 0.9861483160473475, 'F': 0.013851683952652426}","{'J': 0.16668701917206008, 'F': 0.8333129808279399}",3.0,3.0,2.0,3.0,4.0,5.0,1.0,2.0,3.0,4.0,5.0,1.0
2,J,J,2.506572596201896,7.6739987971676324,"{'J': 0.7490838016125092, 'F': 0.25091619838749085}","{'J': 0.5350598582946494, 'F': 0.4649401417053506}",4.6,4.6,2.0,4.0,6.0,8.0,3.0,2.0,4.0,6.0,8.0,3.0
3,J,J,4.640657133637633,10.33993075458513,"{'J': 0.6297020029311187, 'F': 0.3702979970688813}","{'J': 0.5233325189347666, 'F': 0.4766674810652333}",4.6,6.0,2.0,4.0,6.0,8.0,3.0,4.0,6.0,7.0,8.0,5.0
4,J,F,6.666364994022626,12.964942967579756,"{'J': 0.5964826575476306, 'F': 0.4035173424523693}","{'J': 0.4766217870257038, 'F': 0.5233782129742962}",5.2,5.6,4.0,5.0,6.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
5,J,J,8.686911723011887,15.77504502176306,"{'J': 0.6619443087445042, 'F': 0.33805569125549584}","{'J': 0.5040332437056955, 'F': 0.4959667562943046}",4.2,6.0,2.0,3.0,6.0,8.0,2.0,4.0,6.0,7.0,8.0,5.0
6,J,F,10.626296865522267,18.374973079591587,"{'J': 0.57373046875, 'F': 0.42626953125}","{'J': 0.4416218856863703, 'F': 0.5583781143136297}",4.6,5.2,2.0,4.0,6.0,8.0,3.0,4.0,5.0,6.0,8.0,3.0
7,J,F,12.618126511300147,21.00500475603419,"{'J': 0.5926650366748166, 'F': 0.4073349633251834}","{'J': 0.46502463054187193, 'F': 0.5349753694581281}",4.6,4.6,2.0,4.0,6.0,8.0,3.0,2.0,4.0,6.0,8.0,3.0
8,J,F,14.595246082845147,23.565461392578847,"{'J': 0.566056166056166, 'F': 0.43394383394383396}","{'J': 0.4493887530562347, 'F': 0.5506112469437653}",4.6,4.6,2.0,4.0,6.0,8.0,3.0,2.0,4.0,6.0,8.0,3.0
9,J,F,16.566837205972522,26.139122666635444,"{'J': 0.5697532372343025, 'F': 0.4302467627656975}","{'J': 0.44933920704845814, 'F': 0.5506607929515418}",3.8,4.2,2.0,3.0,4.0,8.0,2.0,2.0,3.0,6.0,8.0,2.0
10,F,F,18.524675005129,28.50233287116433,"{'J': 0.495970695970696, 'F': 0.504029304029304}","{'J': 0.4148962148962149, 'F': 0.5851037851037851}",4.6,4.6,2.0,4.0,6.0,8.0,3.0,2.0,4.0,6.0,8.0,3.0
