round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,-0.8012485959382796,-0.491280942321604,"{'J': 0.5037869533349622, 'F': 0.49621304666503785}","{'J': 0.3488031265266243, 'F': 0.6511968734733756}",4.0,4.0
2,F,F,-1.417376625369806,-1.130433869070856,"{'J': 0.4340175953079179, 'F': 0.5659824046920822}","{'J': 0.44553004396678064, 'F': 0.5544699560332194}",4.2,5.0
3,J,J,-1.8809464633514719,-1.508431061336741,"{'J': 0.5622097286726961, 'F': 0.43779027132730386}","{'J': 0.5194234058148057, 'F': 0.4805765941851942}",1.8,4.2
4,F,F,-2.4197932749810835,-2.008431061336741,"{'J': 0.5, 'F': 0.5}","{'J': 0.4805765941851942, 'F': 0.5194234058148057}",2.8,5.2
5,J,F,-2.950336564802606,-2.476665218358994,"{'J': 0.5156402737047898, 'F': 0.4843597262952102}","{'J': 0.48448570730515517, 'F': 0.5155142926948448}",4.6,5.0
6,J,F,-3.4812476463873754,-2.968973807884149,"{'J': 0.5037869533349622, 'F': 0.49621304666503785}","{'J': 0.48448570730515517, 'F': 0.5155142926948448}",4.2,4.8
7,F,F,-4.100728091929832,-3.5183630626688798,"{'J': 0.4766674810652333, 'F': 0.5233325189347666}","{'J': 0.4416218856863703, 'F': 0.5583781143136297}",4.2,5.0
8,J,J,-4.57115124709771,-3.9262404079173834,"{'J': 0.5467871976545321, 'F': 0.45321280234546785}","{'J': 0.5155142926948448, 'F': 0.48448570730515517}",4.2,3.8
9,F,F,-5.174634310810214,-4.475264913993803,"{'J': 0.4766674810652333, 'F': 0.5233325189347666}","{'J': 0.449438202247191, 'F': 0.550561797752809}",4.4,4.2
10,J,F,-5.743681921616659,-4.951243836388144,"{'J': 0.5116051795748839, 'F': 0.48839482042511606}","{'J': 0.4650708353688324, 'F': 0.5349291646311676}",4.8,3.6
