round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,-1.235101160825152,-1.3953356503219765,"{'J': 0.14802149487054225, 'F': 0.8519785051294577}","{'J': 0.22813873961895456, 'F': 0.7718612603810454}",1.0,2.0
2,F,F,-1.7608044739277326,-2.0675591099447033,"{'J': 0.4148962148962149, 'F': 0.5851037851037851}","{'J': 0.48815628815628814, 'F': 0.5118437118437118}",3.2,2.0
3,F,F,-2.3698604899880293,-2.9208750185306473,"{'J': 0.3312164142647777, 'F': 0.6687835857352222}","{'J': 0.45334636052760136, 'F': 0.5466536394723986}",1.0,1.6
4,F,F,-2.977625270395702,-3.7452226298836324,"{'J': 0.34505494505494505, 'F': 0.654945054945055}","{'J': 0.45334636052760136, 'F': 0.5466536394723986}",2.0,3.0
5,F,F,-3.5820177730783858,-4.4939146912283565,"{'J': 0.3811965811965812, 'F': 0.6188034188034188}","{'J': 0.45334636052760136, 'F': 0.5466536394723986}",2.0,2.0
6,F,F,-4.082017773078386,-5.102854603294795,"{'J': 0.44553004396678064, 'F': 0.5544699560332194}","{'J': 0.5, 'F': 0.5}",2.4,2.0
7,F,F,-4.590546827479448,-5.720081278264509,"{'J': 0.4416218856863703, 'F': 0.5583781143136297}","{'J': 0.495970695970696, 'F': 0.504029304029304}",2.0,2.0
8,F,F,-5.107323866053667,-6.3686942543387275,"{'J': 0.42626953125, 'F': 0.57373046875}","{'J': 0.4921875, 'F': 0.5078125}",2.0,1.0
9,F,F,-5.623677829170424,-6.962730496400281,"{'J': 0.45334636052760136, 'F': 0.5466536394723986}","{'J': 0.4921875, 'F': 0.5078125}",1.8,1.8
10,F,F,-6.123677829170424,-7.579486725027541,"{'J': 0.4416218856863703, 'F': 0.5583781143136297}","{'J': 0.5, 'F': 0.5}",1.0,2.0
