round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,-0.9560030679992544,-0.8462003230560455,"{'J': 0.3556587631385969, 'F': 0.6443412368614031}","{'J': 0.3007573906669924, 'F': 0.6992426093330075}",2.0,1.8
2,J,J,-0.8405809352241429,-1.3036451122757242,"{'J': 0.5311812179016875, 'F': 0.46881878209831257}","{'J': 0.8176146788990826, 'F': 0.18238532110091743}",1.0,1.0
3,F,J,-1.150431739507359,-1.9308729912591382,"{'J': 0.4301812836844684, 'F': 0.5698187163155316}","{'J': 0.5888698210345673, 'F': 0.4111301789654327}",2.8,1.0
4,F,F,-1.6855230244324457,-2.694563039279918,"{'J': 0.37017114914425425, 'F': 0.6298288508557457}","{'J': 0.4844705306921008, 'F': 0.5155294693078992}",2.0,1.4
5,F,J,-2.1440279336174672,-3.301197990019572,"{'J': 0.4456123197262283, 'F': 0.5543876802737717}","{'J': 0.5196773405035444, 'F': 0.48032265949645564}",1.8,1.6
6,F,J,-2.5880534364727583,-3.8544477149510823,"{'J': 0.4726295210166178, 'F': 0.5273704789833822}","{'J': 0.5272416320547276, 'F': 0.47275836794527243}",2.4,1.0
7,F,F,-3.0960761301681723,-4.471327449085764,"{'J': 0.4417808219178082, 'F': 0.5582191780821918}","{'J': 0.49620934213744194, 'F': 0.5037906578625581}",1.8,1.8
8,F,J,-3.5406930495273112,-4.994145736968852,"{'J': 0.48826979472140764, 'F': 0.5117302052785924}","{'J': 0.5273704789833822, 'F': 0.4726295210166178}",2.8,1.6
9,F,J,-3.9998768478627267,-5.593568968482865,"{'J': 0.44930368922550695, 'F': 0.550696310774493}","{'J': 0.5194234058148057, 'F': 0.4805765941851942}",2.4,1.8
10,F,F,-4.508420505076557,-6.279332821281357,"{'J': 0.4074798337814715, 'F': 0.5925201662185284}","{'J': 0.49608993157380255, 'F': 0.5039100684261975}",1.8,2.0
