round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,-0.5479112647651974,-0.9458202330698668,"{'J': 0.28138739618954567, 'F': 0.7186126038104543}","{'J': 0.48034188034188036, 'F': 0.5196581196581197}",5.8,5.0
2,J,J,-0.8266999790377826,-1.4319234965924852,"{'J': 0.5078201368523949, 'F': 0.4921798631476051}","{'J': 0.6114774114774115, 'F': 0.38852258852258853}",5.4,4.8
3,F,F,-1.3266999790377825,-2.0714299710610904,"{'J': 0.4302467627656975, 'F': 0.5697532372343025}","{'J': 0.5, 'F': 0.5}",5.8,6.0
4,F,J,-1.7152182244103018,-2.6155531663695815,"{'J': 0.4766674810652333, 'F': 0.5233325189347666}","{'J': 0.5544699560332194, 'F': 0.44553004396678064}",4.4,3.4
5,F,J,-2.147399237841315,-3.280441750008165,"{'J': 0.4148962148962149, 'F': 0.5851037851037851}","{'J': 0.53125, 'F': 0.46875}",4.2,3.8
6,F,J,-2.4859188677690827,-3.8593131141811696,"{'J': 0.4572545188080117, 'F': 0.5427454811919883}","{'J': 0.5774303859306302, 'F': 0.4225696140693698}",4.0,5.4
7,F,J,-2.8460940668304566,-4.468356873982135,"{'J': 0.4416218856863703, 'F': 0.5583781143136297}","{'J': 0.566056166056166, 'F': 0.43394383394383396}",6.0,5.2
8,F,J,-3.187014634802441,-5.018621477924834,"{'J': 0.47275836794527243, 'F': 0.5272416320547276}","{'J': 0.5774303859306302, 'F': 0.4225696140693698}",6.0,5.6
9,F,J,-3.5729922793543,-5.606846313487929,"{'J': 0.45334636052760136, 'F': 0.5466536394723986}","{'J': 0.5544699560332194, 'F': 0.44553004396678064}",4.6,3.8
10,F,J,-3.9220563771488663,-6.150501995913142,"{'J': 0.4764346764346764, 'F': 0.5235653235653236}","{'J': 0.57373046875, 'F': 0.42626953125}",5.0,6.0
