round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,-0.3699624750198901,-0.13387041874703742,"{'J': 0.6992426093330075, 'F': 0.3007573906669924}","{'J': 0.5811965811965812, 'F': 0.4188034188034188}",2.8,4.0
2,F,F,-1.0071638233106375,-0.8543947513866607,"{'J': 0.3961895456765999, 'F': 0.6038104543234001}","{'J': 0.43785103785103785, 'F': 0.5621489621489622}",4.0,1.8
3,F,F,-1.7654140681074961,-1.627300589735058,"{'J': 0.3776257938446507, 'F': 0.6223742061553493}","{'J': 0.3849535906204201, 'F': 0.6150464093795799}",1.0,2.8
4,F,F,-2.4562407749087423,-2.287717622244831,"{'J': 0.4263376496457366, 'F': 0.5736623503542634}","{'J': 0.4111328125, 'F': 0.5888671875}",1.8,1.8
5,F,F,-3.104041624856837,-2.912626263320185,"{'J': 0.4416218856863703, 'F': 0.5583781143136297}","{'J': 0.43017578125, 'F': 0.56982421875}",2.8,2.0
6,F,F,-3.6765444116269324,-3.4771180404396573,"{'J': 0.46884925482531153, 'F': 0.5311507451746885}","{'J': 0.46484375, 'F': 0.53515625}",1.8,1.8
7,F,F,-4.264171281285052,-4.018123649414016,"{'J': 0.48034188034188036, 'F': 0.5196581196581197}","{'J': 0.45703125, 'F': 0.54296875}",1.8,1.8
8,J,F,-4.7951732654120365,-4.502002617667984,"{'J': 0.5079365079365079, 'F': 0.49206349206349204}","{'J': 0.484375, 'F': 0.515625}",2.0,1.4
9,F,F,-5.496510881788716,-5.188000929252233,"{'J': 0.4148962148962149, 'F': 0.5851037851037851}","{'J': 0.4072265625, 'F': 0.5927734375}",1.8,2.6
10,F,F,-6.090638629041463,-5.696437284563588,"{'J': 0.495970695970696, 'F': 0.504029304029304}","{'J': 0.453125, 'F': 0.546875}",2.8,3.0
