round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,-0.58087158203125,-0.57305908203125,"{'J': 0.46484375, 'F': 0.53515625}","{'J': 0.4609375, 'F': 0.5390625}",5.2,5.8
2,J,J,-0.8411483621907854,-0.7841691791208293,"{'J': 0.6687835857352222, 'F': 0.3312164142647777}","{'J': 0.6442002442002442, 'F': 0.3557997557997558}",5.2,5.4
3,F,F,-1.349459847205567,-1.3471815188364658,"{'J': 0.4686202686202686, 'F': 0.5313797313797314}","{'J': 0.495970695970696, 'F': 0.504029304029304}",4.2,5.4
4,J,J,-1.7143757738335705,-1.6964648123428279,"{'J': 0.5813385442110406, 'F': 0.41866145578895947}","{'J': 0.5735222276502199, 'F': 0.4264777723497802}",5.0,3.6
5,F,J,-2.198252743424826,-2.2277166293089303,"{'J': 0.48424908424908425, 'F': 0.5157509157509158}","{'J': 0.5079365079365079, 'F': 0.49206349206349204}",6.0,3.4
6,F,J,-2.6584708538993467,-2.750938402787114,"{'J': 0.48815628815628814, 'F': 0.5118437118437118}","{'J': 0.5196581196581197, 'F': 0.48034188034188036}",6.0,3.6
7,F,J,-3.095230621909115,-3.2738855944843057,"{'J': 0.48815628815628814, 'F': 0.5118437118437118}","{'J': 0.53125, 'F': 0.46875}",4.8,6.2
8,F,J,-3.55514149925589,-3.812428950463559,"{'J': 0.48034188034188036, 'F': 0.5196581196581197}","{'J': 0.5196581196581197, 'F': 0.48034188034188036}",5.8,5.4
9,F,J,-4.03115468284964,-4.358754634057309,"{'J': 0.4765625, 'F': 0.5234375}","{'J': 0.51171875, 'F': 0.48828125}",6.0,5.4
10,F,J,-4.523128559802765,-4.913228511010434,"{'J': 0.47265625, 'F': 0.52734375}","{'J': 0.50390625, 'F': 0.49609375}",5.4,4.4
