round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,-1.0255527364987314,-0.9134620389564682,"{'J': 0.3312164142647777, 'F': 0.6687835857352222}","{'J': 0.2751710654936461, 'F': 0.7248289345063539}",2.4,2.6
2,F,F,-1.8996751643549339,-1.61334295852902,"{'J': 0.4147532975085491, 'F': 0.5852467024914509}","{'J': 0.32763254336672365, 'F': 0.6723674566332764}",1.8,3.4
3,F,F,-2.827891472116172,-2.5210364224104636,"{'J': 0.32763254336672365, 'F': 0.6723674566332764}","{'J': 0.3173711214268263, 'F': 0.6826288785731737}",3.4,2.8
4,F,F,-3.9203629083894045,-3.493943088873431,"{'J': 0.31069858329262334, 'F': 0.6893014167073767}","{'J': 0.25091619838749085, 'F': 0.7490838016125092}",3.0,1.8
5,F,F,-4.927140419073165,-4.4212696685437605,"{'J': 0.32421875, 'F': 0.67578125}","{'J': 0.2844932844932845, 'F': 0.7155067155067155}",2.6,3.0
6,F,F,-5.908769914262397,-5.287296092644946,"{'J': 0.34864402638651354, 'F': 0.6513559736134864}","{'J': 0.29084249084249086, 'F': 0.7091575091575092}",1.8,1.4
7,F,F,-6.858939463927839,-6.098384429506611,"{'J': 0.3702979970688813, 'F': 0.6297020029311187}","{'J': 0.3007573906669924, 'F': 0.6992426093330075}",2.6,2.0
8,F,F,-7.7493411536456005,-6.860495216727315,"{'J': 0.38852258852258853, 'F': 0.6114774114774115}","{'J': 0.3243771372740596, 'F': 0.6756228627259404}",1.8,1.8
9,F,F,-8.549842751537257,-7.579902530300457,"{'J': 0.4035173424523693, 'F': 0.5964826575476306}","{'J': 0.3629702002931119, 'F': 0.6370297997068881}",1.8,1.8
10,F,F,-9.349273281136139,-8.290422459020002,"{'J': 0.40742550073277967, 'F': 0.5925744992672203}","{'J': 0.3629702002931119, 'F': 0.6370297997068881}",3.0,2.6
