round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,-0.4215794454554471,-0.19126522327550302,"{'J': 0.6619443087445042, 'F': 0.33805569125549584}","{'J': 0.5467871976545321, 'F': 0.45321280234546785}",5.6,4.8
2,F,F,-0.9771209601138154,-0.7311702854540277,"{'J': 0.4805765941851942, 'F': 0.5194234058148057}","{'J': 0.47275836794527243, 'F': 0.5272416320547276}",4.6,5.6
3,J,J,-1.4205960188940716,-1.0515082809555154,"{'J': 0.5927192768140728, 'F': 0.4072807231859272}","{'J': 0.5311507451746885, 'F': 0.46884925482531153}",4.8,4.8
4,F,F,-2.0186336326497765,-1.6576312373154092,"{'J': 0.44930368922550695, 'F': 0.550696310774493}","{'J': 0.45334636052760136, 'F': 0.5466536394723986}",5.6,3.4
5,J,J,-2.4980221595340275,-1.9009954849796813,"{'J': 0.6298558514537015, 'F': 0.37014414854629857}","{'J': 0.5118437118437118, 'F': 0.48815628815628814}",3.8,4.6
6,F,F,-3.1172235298714837,-2.4503783767031546,"{'J': 0.4766674810652333, 'F': 0.5233325189347666}","{'J': 0.44175824175824174, 'F': 0.5582417582417583}",4.4,6.4
7,J,F,-3.6172235298714837,-2.7278032484353805,"{'J': 0.6112875641338871, 'F': 0.38871243586611287}","{'J': 0.5, 'F': 0.5}",4.4,4.4
8,J,F,-4.163254500285547,-3.1800385338492636,"{'J': 0.5233325189347666, 'F': 0.4766674810652333}","{'J': 0.4764346764346764, 'F': 0.5235653235653236}",6.4,4.6
9,F,F,-4.695006346323108,-3.6961615642580083,"{'J': 0.49206349206349204, 'F': 0.5079365079365079}","{'J': 0.48424908424908425, 'F': 0.5157509157509158}",4.8,5.2
10,J,J,-5.140104299842205,-3.9660243512349873,"{'J': 0.6187683284457478, 'F': 0.3812316715542522}","{'J': 0.5311507451746885, 'F': 0.46884925482531153}",5.8,5.2
