round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,-0.133702955511889,0.11564878189509525,"{'J': 0.9706888128969223, 'F': 0.029311187103077674}","{'J': 0.8460129441934302, 'F': 0.1539870558065698}",6.6,5.6
2,J,J,-0.1714218029958287,-0.007110598067599658,"{'J': 0.777316059643119, 'F': 0.22268394035688097}","{'J': 0.8198363258824967, 'F': 0.18016367411750336}",6.6,6.0
3,J,J,-0.4381683181294406,-0.28856856662234237,"{'J': 0.626099706744868, 'F': 0.37390029325513197}","{'J': 0.6334554334554334, 'F': 0.3665445665445665}",7.0,7.0
4,J,J,-0.8109220812234426,-0.6233504398281207,"{'J': 0.5888101636941119, 'F': 0.4111898363058881}","{'J': 0.56982421875, 'F': 0.43017578125}",5.8,6.8
5,J,J,-1.1340564245382483,-1.0384572628338622,"{'J': 0.5467871976545321, 'F': 0.45321280234546785}","{'J': 0.5927734375, 'F': 0.4072265625}",6.0,6.8
6,J,J,-1.4750921138523259,-1.417588190243178,"{'J': 0.566056166056166, 'F': 0.43394383394383396}","{'J': 0.5851037851037851, 'F': 0.4148962148962149}",6.2,6.0
7,J,J,-1.9152719941357366,-1.8345119014574462,"{'J': 0.5428780845345712, 'F': 0.4571219154654288}","{'J': 0.53125, 'F': 0.46875}",6.2,5.0
8,J,J,-2.3920148706932736,-2.3193001451051374,"{'J': 0.507696066454923, 'F': 0.49230393354507695}","{'J': 0.51171875, 'F': 0.48828125}",6.4,6.8
9,J,J,-2.831950431406687,-2.7437977629893298,"{'J': 0.5389689714146103, 'F': 0.4610310285853897}","{'J': 0.53125, 'F': 0.46875}",6.6,7.2
10,F,F,-3.3954200747001146,-3.2757959916724473,"{'J': 0.48448570730515517, 'F': 0.5155142926948448}","{'J': 0.46875, 'F': 0.53125}",4.0,6.6
