round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,-0.30950283655618127,-0.005395340724249187,"{'J': 0.7853300733496332, 'F': 0.21466992665036674}","{'J': 0.6332763254336672, 'F': 0.36672367456633276}",5.8,6.0
2,J,J,-0.5981430588127024,-0.2223671674129788,"{'J': 0.6619339045287638, 'F': 0.3380660954712362}","{'J': 0.626099706744868, 'F': 0.37390029325513197}",6.4,5.2
3,J,J,-1.0611121407272064,-0.6306930952204325,"{'J': 0.5467449828683308, 'F': 0.4532550171316691}","{'J': 0.5194234058148057, 'F': 0.4805765941851942}",4.0,2.0
4,F,J,-1.529610309225375,-1.1306930952204324,"{'J': 0.5, 'F': 0.5}","{'J': 0.5157509157509158, 'F': 0.48424908424908425}",5.4,5.6
5,F,F,-2.0544985979055035,-1.733286581762123,"{'J': 0.44930368922550695, 'F': 0.550696310774493}","{'J': 0.48815628815628814, 'F': 0.5118437118437118}",4.2,5.6
6,J,J,-2.4569336040012564,-2.1664639516919397,"{'J': 0.5351906158357771, 'F': 0.46480938416422285}","{'J': 0.550561797752809, 'F': 0.449438202247191}",5.4,4.6
7,F,F,-2.9569336040012564,-2.7055646359539143,"{'J': 0.4804496578690127, 'F': 0.5195503421309873}","{'J': 0.5, 'F': 0.5}",5.6,4.6
8,J,J,-3.381974722078519,-3.1383537494875844,"{'J': 0.5349633251833741, 'F': 0.4650366748166259}","{'J': 0.5388373229115779, 'F': 0.46116267708842207}",5.2,7.0
9,F,F,-3.922669383173864,-3.709851887855989,"{'J': 0.4649401417053506, 'F': 0.5350598582946494}","{'J': 0.48034188034188036, 'F': 0.5196581196581197}",4.6,5.2
10,J,J,-4.377013008485231,-4.148765065478845,"{'J': 0.5312805474095796, 'F': 0.4687194525904203}","{'J': 0.5235653235653236, 'F': 0.4764346764346764}",2.7777777777777777,5.6
