round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,J,-0.3585313693349289,-0.7570104260940974,"{'J': 0.3629702002931119, 'F': 0.6370297997068881}","{'J': 0.5622097286726961, 'F': 0.43779027132730386}",2.6,4.0
2,J,J,-0.8153037878342361,-1.1131231817544112,"{'J': 0.5736623503542634, 'F': 0.4263376496457366}","{'J': 0.5233325189347666, 'F': 0.4766674810652333}",2.6,3.0
3,F,F,-1.6226371717864327,-2.1054823598377803,"{'J': 0.28138739618954567, 'F': 0.7186126038104543}","{'J': 0.37390029325513197, 'F': 0.626099706744868}",4.0,3.4
4,F,J,-2.0211181761028847,-2.612907096512245,"{'J': 0.49608993157380255, 'F': 0.5039100684261975}","{'J': 0.550561797752809, 'F': 0.449438202247191}",3.2,4.2
5,J,J,-2.4009131266965023,-3.0471548757046443,"{'J': 0.5350598582946494, 'F': 0.4649401417053506}","{'J': 0.5622862725940401, 'F': 0.43771372740595993}",3.6,3.4
6,F,F,-2.9421712506804445,-3.6737108605907443,"{'J': 0.43792766373411535, 'F': 0.5620723362658846}","{'J': 0.4805765941851942, 'F': 0.5194234058148057}",2.8,3.6
7,J,J,-3.3272257763504833,-4.151379337730917,"{'J': 0.5118552921046199, 'F': 0.4881447078953801}","{'J': 0.5581622678396871, 'F': 0.4418377321603128}",3.0,4.2
8,F,J,-3.7781949932188126,-4.750406214017766,"{'J': 0.44930368922550695, 'F': 0.550696310774493}","{'J': 0.5233325189347666, 'F': 0.4766674810652333}",1.8,2.4
9,F,J,-4.198133893627936,-5.302766321365565,"{'J': 0.47275836794527243, 'F': 0.5272416320547276}","{'J': 0.5389689714146103, 'F': 0.4610310285853897}",3.4,3.4
10,F,F,-4.706756309063539,-5.9432568686693,"{'J': 0.43003663003663006, 'F': 0.5699633699633699}","{'J': 0.495970695970696, 'F': 0.504029304029304}",3.8,4.4
