round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,-0.6368897279132276,-0.1571752403222392,"{'J': 0.6585186995844536, 'F': 0.3414813004155463}","{'J': 0.41866145578895947, 'F': 0.5813385442110406}",5.6,5.4
2,F,F,-1.1774306973816344,-0.7207014608237835,"{'J': 0.46884925482531153, 'F': 0.5311507451746885}","{'J': 0.48034188034188036, 'F': 0.5196581196581197}",4.6,6.0
3,J,J,-1.6176832127083567,-0.9352301719574084,"{'J': 0.6479217603911981, 'F': 0.35207823960880197}","{'J': 0.5350598582946494, 'F': 0.4649401417053506}",5.4,5.8
4,F,F,-2.166527473617763,-1.5308079280046165,"{'J': 0.45330073349633254, 'F': 0.5466992665036675}","{'J': 0.4766674810652333, 'F': 0.5233325189347666}",6.0,5.0
5,J,J,-2.5870075938717267,-1.7490685611315122,"{'J': 0.6477633830359325, 'F': 0.35223661696406744}","{'J': 0.5466536394723986, 'F': 0.45334636052760136}",6.0,5.6
6,F,F,-3.1688795834362775,-2.353955920015461,"{'J': 0.44952334392569054, 'F': 0.5504766560743095}","{'J': 0.4610310285853897, 'F': 0.5389689714146103}",6.4,5.6
7,J,J,-3.6337908967346877,-2.6431297091892505,"{'J': 0.6075268817204301, 'F': 0.3924731182795699}","{'J': 0.5196581196581197, 'F': 0.48034188034188036}",6.8,6.4
8,F,F,-4.23921467183369,-3.414957908250858,"{'J': 0.37014414854629857, 'F': 0.6298558514537015}","{'J': 0.45334636052760136, 'F': 0.5466536394723986}",4.2,5.4
9,J,F,-4.73921467183369,-3.8213835129417935,"{'J': 0.5467871976545321, 'F': 0.45321280234546785}","{'J': 0.5, 'F': 0.5}",6.0,5.8
10,F,F,-5.400348080817015,-4.520494538053264,"{'J': 0.4072807231859272, 'F': 0.5927192768140728}","{'J': 0.42626953125, 'F': 0.57373046875}",6.2,6.0
