round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,-0.6973305245832717,-0.46534029259303983,"{'J': 0.5157509157509158, 'F': 0.48424908424908425}","{'J': 0.3997557997557998, 'F': 0.6002442002442002}",6.2,4.6
2,F,F,-1.5039493413632998,-1.2355063475661294,"{'J': 0.3811965811965812, 'F': 0.6188034188034188}","{'J': 0.3629702002931119, 'F': 0.6370297997068881}",6.0,5.0
3,F,F,-2.0202547640943274,-1.7904220185335962,"{'J': 0.47275836794527243, 'F': 0.5272416320547276}","{'J': 0.49206349206349204, 'F': 0.5079365079365079}",5.0,5.8
4,J,J,-2.4579914486777623,-2.283084796447107,"{'J': 0.5037869533349622, 'F': 0.49621304666503785}","{'J': 0.53125, 'F': 0.46875}",5.0,6.2
5,F,F,-3.092399585186534,-2.9558720970800354,"{'J': 0.41866145578895947, 'F': 0.5813385442110406}","{'J': 0.43785103785103785, 'F': 0.5621489621489622}",5.4,6.4
6,F,F,-3.640998387095866,-3.5196417422080977,"{'J': 0.46884925482531153, 'F': 0.5311507451746885}","{'J': 0.4764346764346764, 'F': 0.5235653235653236}",5.0,5.2
7,F,F,-4.156993562753881,-4.0351560349029425,"{'J': 0.49230393354507695, 'F': 0.507696066454923}","{'J': 0.49206349206349204, 'F': 0.5079365079365079}",6.0,5.0
8,J,J,-4.5905109815374665,-4.4300460416200895,"{'J': 0.5544699560332194, 'F': 0.44553004396678064}","{'J': 0.53515625, 'F': 0.46484375}",5.2,6.4
9,F,F,-5.232355018543976,-5.087102447222794,"{'J': 0.4263376496457366, 'F': 0.5736623503542634}","{'J': 0.43394383394383396, 'F': 0.566056166056166}",4.6,6.0
10,J,F,-5.740381156020663,-5.579011368582265,"{'J': 0.504029304029304, 'F': 0.495970695970696}","{'J': 0.495970695970696, 'F': 0.504029304029304}",5.8,5.0
