round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,J,-0.38600463025569043,-0.9227519287460534,"{'J': 0.2782799902272172, 'F': 0.7217200097727828}","{'J': 0.5466536394723986, 'F': 0.45334636052760136}",2.0,2.6
2,J,J,-0.35239941033883543,-1.228843530562206,"{'J': 0.6406059125335939, 'F': 0.35939408746640605}","{'J': 0.8104543234000977, 'F': 0.1895456765999023}",4.6,2.4
3,F,J,-0.6738240155406212,-2.121835260714943,"{'J': 0.2878787878787879, 'F': 0.7121212121212122}","{'J': 0.5736623503542634, 'F': 0.4263376496457366}",1.8,1.8
4,F,J,-0.8774728072834674,-2.7622207402936465,"{'J': 0.41866145578895947, 'F': 0.5813385442110406}","{'J': 0.6370297997068881, 'F': 0.3629702002931119}",3.2,2.0
5,F,J,-1.1064570434506988,-3.5100236391349036,"{'J': 0.35939408746640605, 'F': 0.6406059125335939}","{'J': 0.6188034188034188, 'F': 0.3811965811965812}",4.0,3.4
6,F,J,-1.2823666564291645,-4.219700973786233,"{'J': 0.3774737356462253, 'F': 0.6225262643537748}","{'J': 0.6443575964826576, 'F': 0.35564240351734244}",2.0,2.2
7,F,J,-1.5305319620715143,-5.021197469942825,"{'J': 0.33105301734668946, 'F': 0.6689469826533105}","{'J': 0.6077186126038104, 'F': 0.39228138739618956}",3.2,1.0
8,F,J,-1.7036498835765326,-5.749578049936308,"{'J': 0.36656891495601174, 'F': 0.6334310850439883}","{'J': 0.6442002442002442, 'F': 0.3557997557997558}",4.2,1.2
9,F,J,-1.9481637681781525,-6.581320897706927,"{'J': 0.3141041310193107, 'F': 0.6858958689806893}","{'J': 0.6077186126038104, 'F': 0.39228138739618956}",3.2,2.4
10,F,J,-2.166371221631813,-7.346988710698259,"{'J': 0.34864402638651354, 'F': 0.6513559736134864}","{'J': 0.6223742061553493, 'F': 0.3776257938446507}",2.0,3.0
