round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,-0.5205304508993734,-0.23029037634461527,"{'J': 0.6332763254336672, 'F': 0.36672367456633276}","{'J': 0.48815628815628814, 'F': 0.5118437118437118}",5.4,5.0
2,J,F,-1.04357259050638,-0.6751618281547428,"{'J': 0.5272416320547276, 'F': 0.47275836794527243}","{'J': 0.48815628815628814, 'F': 0.5118437118437118}",4.4,5.2
3,F,F,-1.7486655822879353,-1.4105430466094786,"{'J': 0.39228138739618956, 'F': 0.6077186126038104}","{'J': 0.40742550073277967, 'F': 0.5925744992672203}",5.4,3.2
4,F,F,-2.312638415010768,-1.9591465264629586,"{'J': 0.4764346764346764, 'F': 0.5235653235653236}","{'J': 0.46875, 'F': 0.53125}",4.4,1.8
5,F,F,-2.899809968962977,-2.50014335734743,"{'J': 0.48034188034188036, 'F': 0.5196581196581197}","{'J': 0.4572545188080117, 'F': 0.5427454811919883}",4.8,2.6
6,J,F,-3.430811953089961,-2.9840223256013982,"{'J': 0.5079365079365079, 'F': 0.49206349206349204}","{'J': 0.484375, 'F': 0.515625}",5.4,5.4
7,F,F,-4.05453479923039,-3.6155595795562347,"{'J': 0.43785103785103785, 'F': 0.5621489621489622}","{'J': 0.44175824175824174, 'F': 0.5582417582417583}",5.6,2.0
8,F,F,-4.64347402431588,-4.188419633904061,"{'J': 0.4650708353688324, 'F': 0.5349291646311676}","{'J': 0.45703125, 'F': 0.54296875}",5.8,5.4
9,F,F,-5.214619285304892,-4.712939818580496,"{'J': 0.48815628815628814, 'F': 0.5118437118437118}","{'J': 0.46484375, 'F': 0.53515625}",4.4,2.8
10,F,F,-5.834742911678518,-5.2790799284706065,"{'J': 0.46875, 'F': 0.53125}","{'J': 0.44175824175824174, 'F': 0.5582417582417583}",4.8,1.8
