round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,J,-0.010405053883314697,-0.9753326736228544,"{'J': 0.20683760683760682, 'F': 0.7931623931623931}","{'J': 0.6893014167073767, 'F': 0.31069858329262334}",4.6,4.2
2,J,F,-0.6508565211196068,-1.3751521612058224,"{'J': 0.5466536394723986, 'F': 0.45334636052760136}","{'J': 0.4263376496457366, 'F': 0.5736623503542634}",3.4,3.6
3,F,F,-1.2915286859616706,-2.015824326047886,"{'J': 0.4340175953079179, 'F': 0.5659824046920822}","{'J': 0.4340175953079179, 'F': 0.5659824046920822}",3.4,4.0
4,F,F,-1.8076561658471006,-2.578613022577903,"{'J': 0.46884925482531153, 'F': 0.5311507451746885}","{'J': 0.4921798631476051, 'F': 0.5078201368523949}",3.6,3.6
5,J,J,-2.269113141600712,-3.063276536256336,"{'J': 0.5078201368523949, 'F': 0.4921798631476051}","{'J': 0.5194234058148057, 'F': 0.4805765941851942}",3.2,3.0
6,F,F,-2.875744934907442,-3.677724646123887,"{'J': 0.44553004396678064, 'F': 0.5544699560332194}","{'J': 0.449438202247191, 'F': 0.550561797752809}",3.0,3.8
7,F,F,-3.3911990874004414,-4.185845273765648,"{'J': 0.495970695970696, 'F': 0.504029304029304}","{'J': 0.49230393354507695, 'F': 0.507696066454923}",2.6,3.8
8,J,J,-3.8759855829570546,-4.662813543082339,"{'J': 0.5116051795748839, 'F': 0.48839482042511606}","{'J': 0.507696066454923, 'F': 0.49230393354507695}",2.2,3.6
9,F,F,-4.507830438428464,-5.286842081992928,"{'J': 0.4416218856863703, 'F': 0.5583781143136297}","{'J': 0.43771372740595993, 'F': 0.5622862725940401}",4.2,3.6
10,F,J,-4.9689836267988525,-5.786842081992928,"{'J': 0.5, 'F': 0.5}","{'J': 0.5194234058148057, 'F': 0.4805765941851942}",4.8,3.8
