round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,-0.6929157948923312,-0.9020022628942852,"{'J': 0.31411822178798243, 'F': 0.6858817782120176}","{'J': 0.41866145578895947, 'F': 0.5813385442110406}",4.2,5.4
2,F,F,-1.5268042715769072,-1.6997402754850652,"{'J': 0.3702979970688813, 'F': 0.6297020029311187}","{'J': 0.3522227650219834, 'F': 0.6477772349780166}",5.4,5.4
3,F,F,-2.204230899663037,-2.399922739712473,"{'J': 0.40742550073277967, 'F': 0.5925744992672203}","{'J': 0.4188034188034188, 'F': 0.5811965811965812}",5.2,5.8
4,F,J,-2.6726021377046045,-2.9078544173144802,"{'J': 0.495970695970696, 'F': 0.504029304029304}","{'J': 0.5157509157509158, 'F': 0.48424908424908425}",5.0,5.0
5,F,J,-3.164455688632792,-3.4930114306266447,"{'J': 0.4572545188080117, 'F': 0.5427454811919883}","{'J': 0.50390625, 'F': 0.49609375}",4.2,5.6
6,F,J,-3.5847948980345015,-4.030791879344593,"{'J': 0.48034188034188036, 'F': 0.5196581196581197}","{'J': 0.5390625, 'F': 0.4609375}",4.4,5.0
7,J,J,-3.8776252122515347,-4.5235713980030186,"{'J': 0.504029304029304, 'F': 0.495970695970696}","{'J': 0.60400390625, 'F': 0.39599609375}",4.2,5.4
8,F,F,-4.402877336331498,-5.15724843050789,"{'J': 0.43394383394383396, 'F': 0.566056166056166}","{'J': 0.48815628815628814, 'F': 0.5118437118437118}",6.8,6.8
9,F,F,-4.928222012005844,-5.798832422421552,"{'J': 0.43003663003663006, 'F': 0.5699633699633699}","{'J': 0.48815628815628814, 'F': 0.5118437118437118}",5.4,6.4
10,F,F,-5.428222012005844,-6.453693194282812,"{'J': 0.4225696140693698, 'F': 0.5774303859306302}","{'J': 0.5, 'F': 0.5}",6.6,6.0
