round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,-0.6839539764196636,-0.3975901283170673,"{'J': 0.5466992665036675, 'F': 0.45330073349633254}","{'J': 0.4035173424523693, 'F': 0.5964826575476306}",4.0,4.4
2,F,F,-1.224618321503238,-0.9929820570800945,"{'J': 0.45321280234546785, 'F': 0.5467871976545321}","{'J': 0.4805765941851942, 'F': 0.5194234058148057}",2.0,6.4
3,J,J,-1.6464905115595032,-1.3227023028135179,"{'J': 0.5889540566959922, 'F': 0.41104594330400784}","{'J': 0.5428780845345712, 'F': 0.4571219154654288}",4.6,5.0
4,F,F,-2.169788767256259,-1.83036410603043,"{'J': 0.49621304666503785, 'F': 0.5037869533349622}","{'J': 0.48839482042511606, 'F': 0.5116051795748839}",3.8,4.0
5,J,J,-2.6251246368253045,-2.2466088443998666,"{'J': 0.5428780845345712, 'F': 0.4571219154654288}","{'J': 0.5233325189347666, 'F': 0.4766674810652333}",4.8,3.8
6,F,F,-3.1730609064863,-2.8023633403007837,"{'J': 0.47275836794527243, 'F': 0.5272416320547276}","{'J': 0.4766674810652333, 'F': 0.5233325189347666}",4.0,4.2
7,J,J,-3.665929150205753,-3.1860492620629017,"{'J': 0.5583781143136297, 'F': 0.4416218856863703}","{'J': 0.5037869533349622, 'F': 0.49621304666503785}",3.8,5.4
8,F,F,-4.2713887317879005,-3.776141417208574,"{'J': 0.4571219154654288, 'F': 0.5428780845345712}","{'J': 0.449438202247191, 'F': 0.550561797752809}",4.4,5.6
9,J,J,-4.742292801326,-4.153501526948284,"{'J': 0.5622862725940401, 'F': 0.43771372740595993}","{'J': 0.5155142926948448, 'F': 0.48448570730515517}",5.0,4.2
10,F,F,-5.296776065435456,-4.653501526948284,"{'J': 0.5, 'F': 0.5}","{'J': 0.47275836794527243, 'F': 0.5272416320547276}",5.6,5.4
