round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,-1.579434728180323,-1.3030024556057949,"{'J': 0.2174125703105894, 'F': 0.7825874296894106}","{'J': 0.0791964340233254, 'F': 0.9208035659766746}",5.8,5.2
2,F,F,-2.2127139566342366,-1.9514940851081877,"{'J': 0.43010752688172044, 'F': 0.5698924731182796}","{'J': 0.43771372740595993, 'F': 0.5622862725940401}",6.0,6.0
3,F,F,-2.8580439774834367,-2.664809501673054,"{'J': 0.39995113608600047, 'F': 0.6000488639139995}","{'J': 0.43394383394383396, 'F': 0.566056166056166}",5.8,5.2
4,F,J,-3.3179548548302114,-3.2033528576523076,"{'J': 0.48034188034188036, 'F': 0.5196581196581197}","{'J': 0.5196581196581197, 'F': 0.48034188034188036}",5.8,6.0
5,F,F,-3.9750050184753922,-3.965224693681447,"{'J': 0.3776257938446507, 'F': 0.6223742061553493}","{'J': 0.43003663003663006, 'F': 0.5699633699633699}",6.0,5.2
6,F,F,-4.4997049724865334,-4.551728186389141,"{'J': 0.4572545188080117, 'F': 0.5427454811919883}","{'J': 0.48815628815628814, 'F': 0.5118437118437118}",6.0,6.0
7,F,J,-4.960485077797888,-5.059629399759105,"{'J': 0.495970695970696, 'F': 0.504029304029304}","{'J': 0.51953125, 'F': 0.48046875}",4.8,6.2
8,F,J,-5.435877697987773,-5.636384089459569,"{'J': 0.46116267708842207, 'F': 0.5388373229115779}","{'J': 0.5118437118437118, 'F': 0.48815628815628814}",6.0,5.0
9,F,J,-5.903148272514638,-6.213094438317487,"{'J': 0.4610310285853897, 'F': 0.5389689714146103}","{'J': 0.5157509157509158, 'F': 0.48424908424908425}",5.2,5.6
10,F,J,-6.362607303046231,-6.774171198514697,"{'J': 0.46884925482531153, 'F': 0.5311507451746885}","{'J': 0.5196581196581197, 'F': 0.48034188034188036}",4.8,4.2
