round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,J,-0.43378280055888474,-0.9190014665740326,"{'J': 0.2846322990471537, 'F': 0.7153677009528463}","{'J': 0.5272416320547276, 'F': 0.47275836794527243}",3.2,3.0
2,F,J,-0.8440143406574089,-1.5085635710507632,"{'J': 0.45321280234546785, 'F': 0.5467871976545321}","{'J': 0.5428780845345712, 'F': 0.4571219154654288}",3.6,2.2
3,F,F,-1.4113968129507044,-2.1605112812931226,"{'J': 0.4263376496457366, 'F': 0.5736623503542634}","{'J': 0.4686202686202686, 'F': 0.5313797313797314}",2.4,1.8
4,F,J,-1.8950293408050745,-2.7223183153698853,"{'J': 0.46884925482531153, 'F': 0.5311507451746885}","{'J': 0.5079365079365079, 'F': 0.49206349206349204}",4.6,3.0
5,F,F,-2.430273697587893,-3.4636676782577096,"{'J': 0.3811965811965812, 'F': 0.6188034188034188}","{'J': 0.48424908424908425, 'F': 0.5157509157509158}",3.8,2.2
6,F,J,-2.9052034467726493,-4.0790410797571495,"{'J': 0.4416218856863703, 'F': 0.5583781143136297}","{'J': 0.5118437118437118, 'F': 0.48815628815628814}",3.0,1.6
7,F,J,-3.396459020665586,-4.7485628319162645,"{'J': 0.4148962148962149, 'F': 0.5851037851037851}","{'J': 0.504029304029304, 'F': 0.495970695970696}",3.2,3.4
8,F,J,-3.8379700256091485,-5.3916015562697215,"{'J': 0.4264777723497802, 'F': 0.5735222276502199}","{'J': 0.5272416320547276, 'F': 0.47275836794527243}",2.8,2.2
9,F,J,-4.2959634708743435,-6.05111890158661,"{'J': 0.41866145578895947, 'F': 0.5813385442110406}","{'J': 0.5194234058148057, 'F': 0.4805765941851942}",1.8,2.6
10,F,J,-4.72882916274194,-6.701429010752031,"{'J': 0.4224285365257757, 'F': 0.5775714634742243}","{'J': 0.5311507451746885, 'F': 0.46884925482531153}",3.0,1.8
