round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,-0.5486167576708791,-0.27878272357853456,"{'J': 0.6076753849914447, 'F': 0.39232461500855537}","{'J': 0.47275836794527243, 'F': 0.5272416320547276}",6.2,7.4
2,J,J,-0.9319278634775734,-0.662247141916531,"{'J': 0.562133072407045, 'F': 0.437866927592955}","{'J': 0.5622097286726961, 'F': 0.43779027132730386}",5.8,4.6
3,F,F,-1.7943027156398415,-1.4384392009696454,"{'J': 0.3811505507955936, 'F': 0.6188494492044063}","{'J': 0.33805915424101685, 'F': 0.6619408457589832}",6.4,6.4
4,J,J,-2.1243655328095965,-1.6110898625109453,"{'J': 0.682664054848188, 'F': 0.31733594515181196}","{'J': 0.6039579770339604, 'F': 0.3960420229660396}",5.2,4.4
5,J,F,-2.6318500291587887,-2.0249141633136856,"{'J': 0.5429200293470287, 'F': 0.4570799706529714}","{'J': 0.49608993157380255, 'F': 0.5039100684261975}",6.4,4.8
6,J,F,-3.1471862183051216,-2.485725265842536,"{'J': 0.5194424064563463, 'F': 0.4805575935436537}","{'J': 0.4921798631476051, 'F': 0.5078201368523949}",6.4,4.2
7,F,F,-3.7178629847084395,-3.0021708514668703,"{'J': 0.4920557320948423, 'F': 0.5079442679051577}","{'J': 0.4649401417053506, 'F': 0.5350598582946494}",5.6,6.0
8,J,J,-4.086441315746776,-3.2228980071394946,"{'J': 0.6513559736134864, 'F': 0.34864402638651354}","{'J': 0.5774303859306302, 'F': 0.4225696140693698}",5.0,6.2
9,J,F,-4.607677773385273,-3.5508361290886343,"{'J': 0.5850439882697948, 'F': 0.4149560117302053}","{'J': 0.48839482042511606, 'F': 0.5116051795748839}",5.6,5.4
10,J,F,-5.136659018096758,-3.916823979026265,"{'J': 0.5659824046920822, 'F': 0.4340175953079179}","{'J': 0.48448570730515517, 'F': 0.5155142926948448}",5.8,5.4
