round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,-0.5359798182004467,-0.34952792348188105,"{'J': 0.5738025415444771, 'F': 0.426197458455523}","{'J': 0.4805765941851942, 'F': 0.5194234058148057}",3.0,2.0
2,J,F,-1.102544723846115,-0.7445804909892646,"{'J': 0.550696310774493, 'F': 0.44930368922550695}","{'J': 0.4649401417053506, 'F': 0.5350598582946494}",2.0,2.6
3,F,F,-1.7360575075339058,-1.2695888758500757,"{'J': 0.48826979472140764, 'F': 0.5117302052785924}","{'J': 0.4340175953079179, 'F': 0.5659824046920822}",1.6,1.6
4,J,J,-2.2210866646743783,-1.7152692079336296,"{'J': 0.5273704789833822, 'F': 0.4726295210166178}","{'J': 0.507696066454923, 'F': 0.49230393354507695}",3.0,1.8
5,F,F,-2.7523578978481513,-2.2311521294225027,"{'J': 0.4921798631476051, 'F': 0.5078201368523949}","{'J': 0.48448570730515517, 'F': 0.5155142926948448}",3.6,3.0
6,J,J,-3.2148759041863824,-2.639679096132176,"{'J': 0.5466536394723986, 'F': 0.45334636052760136}","{'J': 0.5196581196581197, 'F': 0.48034188034188036}",2.4,1.8
7,F,F,-3.7308090304297945,-3.1473131131724967,"{'J': 0.49621304666503785, 'F': 0.5037869533349622}","{'J': 0.49206349206349204, 'F': 0.5079365079365079}",3.6,3.4
8,J,J,-4.20077687401757,-3.555475509317306,"{'J': 0.5466536394723986, 'F': 0.45334636052760136}","{'J': 0.5157509157509158, 'F': 0.48424908424908425}",2.2,2.2
9,F,F,-4.733021056371642,-4.103348507300194,"{'J': 0.4764346764346764, 'F': 0.5235653235653236}","{'J': 0.48424908424908425, 'F': 0.5157509157509158}",4.2,1.0
10,J,F,-5.256618776890936,-4.5956848974621405,"{'J': 0.5037869533349622, 'F': 0.49621304666503785}","{'J': 0.48815628815628814, 'F': 0.5118437118437118}",2.0,4.0
