round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,-0.647710173883928,-1.2505435886372256,"{'J': 0.1441133365901319, 'F': 0.8558866634098681}","{'J': 0.44553004396678064, 'F': 0.5544699560332194}",5.6,5.2
2,J,J,-0.9726462331592529,-1.6516887343805524,"{'J': 0.5544699560332194, 'F': 0.44553004396678064}","{'J': 0.5925744992672203, 'F': 0.40742550073277967}",6.4,6.0
3,F,J,-1.3928898018032327,-2.196535283723286,"{'J': 0.4766674810652333, 'F': 0.5233325189347666}","{'J': 0.5389689714146103, 'F': 0.4610310285853897}",5.2,5.6
4,F,F,-1.9012939475394086,-2.7826369904699964,"{'J': 0.4571219154654288, 'F': 0.5428780845345712}","{'J': 0.495970695970696, 'F': 0.504029304029304}",5.8,5.8
5,J,J,-2.339479663370672,-3.2674839229458468,"{'J': 0.5078201368523949, 'F': 0.4921798631476051}","{'J': 0.5311507451746885, 'F': 0.46884925482531153}",4.6,3.2
6,F,F,-2.8478523070963577,-3.845735901442145,"{'J': 0.4610310285853897, 'F': 0.5389689714146103}","{'J': 0.495970695970696, 'F': 0.504029304029304}",5.8,5.6
7,F,J,-3.3244633194801305,-4.360949405885532,"{'J': 0.49230393354507695, 'F': 0.507696066454923}","{'J': 0.5116051795748839, 'F': 0.48839482042511606}",5.6,4.6
8,F,F,-3.8404604645095337,-4.876713808746709,"{'J': 0.4921798631476051, 'F': 0.5078201368523949}","{'J': 0.49206349206349204, 'F': 0.5079365079365079}",6.0,5.2
9,J,J,-4.274169664767952,-5.271331877805519,"{'J': 0.554605423894454, 'F': 0.44539457610554606}","{'J': 0.5350598582946494, 'F': 0.4649401417053506}",7.0,6.0
10,F,F,-4.830563104396515,-5.843361769913925,"{'J': 0.4649401417053506, 'F': 0.5350598582946494}","{'J': 0.47275836794527243, 'F': 0.5272416320547276}",5.0,6.0
