round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,-0.7710555026305943,-0.16592729750238905,"{'J': 0.6442002442002442, 'F': 0.3557997557997558}","{'J': 0.34163614163614164, 'F': 0.6583638583638584}",5.6,4.8
2,F,F,-1.722630233151196,-0.9426119449746275,"{'J': 0.3849535906204201, 'F': 0.6150464093795799}","{'J': 0.2975085490962384, 'F': 0.7024914509037616}",4.6,4.6
3,F,F,-2.496447005281787,-1.7092169616860153,"{'J': 0.3812316715542522, 'F': 0.6187683284457478}","{'J': 0.3776257938446507, 'F': 0.6223742061553493}",5.4,4.0
4,F,F,-3.2035578505761766,-2.468413110913592,"{'J': 0.38138284876618617, 'F': 0.6186171512338138}","{'J': 0.40742550073277967, 'F': 0.5925744992672203}",6.0,4.8
5,F,F,-3.9000603710161665,-3.194514561978404,"{'J': 0.3961895456765999, 'F': 0.6038104543234001}","{'J': 0.41098901098901097, 'F': 0.589010989010989}",4.6,4.6
6,F,F,-4.714615943992795,-4.030537301613121,"{'J': 0.35223661696406744, 'F': 0.6477633830359325}","{'J': 0.3629702002931119, 'F': 0.6370297997068881}",5.6,3.2
7,F,F,-5.410701321296409,-4.7569183055964315,"{'J': 0.3960420229660396, 'F': 0.6039579770339604}","{'J': 0.4111898363058881, 'F': 0.5888101636941119}",5.2,4.4
8,F,F,-6.1842713731464505,-5.5955934670666085,"{'J': 0.34864402638651354, 'F': 0.6513559736134864}","{'J': 0.3811965811965812, 'F': 0.6188034188034188}",5.8,3.8
9,F,F,-6.9562938020782825,-6.3457413839809975,"{'J': 0.3885630498533724, 'F': 0.6114369501466276}","{'J': 0.3776257938446507, 'F': 0.6223742061553493}",5.6,3.4
10,F,F,-7.784559021477202,-7.159264013154329,"{'J': 0.363013698630137, 'F': 0.636986301369863}","{'J': 0.35564240351734244, 'F': 0.6443575964826576}",4.2,4.6
