round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,-0.6247931843437462,-0.9918014569699962,"{'J': 0.26593406593406593, 'F': 0.734065934065934}","{'J': 0.449438202247191, 'F': 0.550561797752809}",3.8,3.4
2,J,F,-1.1546126176763494,-1.412654362083689,"{'J': 0.5389689714146103, 'F': 0.4610310285853897}","{'J': 0.48448570730515517, 'F': 0.5155142926948448}",3.4,4.0
3,F,F,-1.8017595045446226,-2.157929258326958,"{'J': 0.3849535906204201, 'F': 0.6150464093795799}","{'J': 0.4340175953079179, 'F': 0.5659824046920822}",2.8,4.6
4,F,F,-2.309571078371344,-2.720926388243218,"{'J': 0.4686202686202686, 'F': 0.5313797313797314}","{'J': 0.49621304666503785, 'F': 0.5037869533349622}",3.6,3.8
5,F,F,-2.8591427075102303,-3.348405524700651,"{'J': 0.43771372740595993, 'F': 0.5622862725940401}","{'J': 0.4766674810652333, 'F': 0.5233325189347666}",2.0,4.0
6,F,J,-3.3273901470644165,-3.89434658751406,"{'J': 0.4766674810652333, 'F': 0.5233325189347666}","{'J': 0.5155142926948448, 'F': 0.48448570730515517}",2.0,3.2
7,F,F,-3.89475914994099,-4.562091188463338,"{'J': 0.41866145578895947, 'F': 0.5813385442110406}","{'J': 0.46884925482531153, 'F': 0.5311507451746885}",3.0,2.8
8,F,J,-4.331963203318999,-5.07746974806374,"{'J': 0.49206349206349204, 'F': 0.5079365079365079}","{'J': 0.5311507451746885, 'F': 0.46884925482531153}",2.0,1.6
9,F,J,-4.7849390282169,-5.59250274374102,"{'J': 0.49230393354507695, 'F': 0.507696066454923}","{'J': 0.5233325189347666, 'F': 0.4766674810652333}",3.8,2.0
10,F,J,-5.252584111014022,-6.176667374311808,"{'J': 0.4572545188080117, 'F': 0.5427454811919883}","{'J': 0.5155142926948448, 'F': 0.48448570730515517}",2.6,4.4
