round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,J,-0.3265880682533633,-0.9521717288480063,"{'J': 0.25696140693698094, 'F': 0.743038593063019}","{'J': 0.5697532372343025, 'F': 0.4302467627656975}",2.6,3.4
2,F,J,-0.5842013076892267,-1.610382074573622,"{'J': 0.41098901098901097, 'F': 0.589010989010989}","{'J': 0.6112875641338871, 'F': 0.38871243586611287}",3.2,2.0
3,F,J,-0.949772017111552,-2.3954433876232066,"{'J': 0.3486328125, 'F': 0.6513671875}","{'J': 0.5583781143136297, 'F': 0.4416218856863703}",2.0,2.2
4,F,J,-1.2042681532231398,-3.2224847118149116,"{'J': 0.31753786028334147, 'F': 0.6824621397166585}","{'J': 0.6038104543234001, 'F': 0.3961895456765999}",3.0,1.8
5,F,J,-1.440394406219084,-4.123706059031185,"{'J': 0.2751710654936461, 'F': 0.7248289345063539}","{'J': 0.6077186126038104, 'F': 0.39228138739618956}",1.0,2.0
6,F,J,-1.6403825958506544,-4.95455593433636,"{'J': 0.31069858329262334, 'F': 0.6893014167073767}","{'J': 0.6261294261294261, 'F': 0.3738705738705739}",2.6,2.6
7,F,J,-1.8979890337160712,-5.830681556955997,"{'J': 0.29098460786709013, 'F': 0.7090153921329099}","{'J': 0.6002442002442002, 'F': 0.3997557997557998}",2.0,2.4
8,F,J,-2.119803274216999,-6.700619400481904,"{'J': 0.29098460786709013, 'F': 0.7090153921329099}","{'J': 0.6150464093795799, 'F': 0.3849535906204201}",2.0,2.8
9,F,J,-2.3586369457593968,-7.579413990441498,"{'J': 0.2877381533952125, 'F': 0.7122618466047875}","{'J': 0.6077186126038104, 'F': 0.39228138739618956}",3.0,1.0
10,F,J,-2.6416971195865466,-8.477721349911535,"{'J': 0.28138739618954567, 'F': 0.7186126038104543}","{'J': 0.589010989010989, 'F': 0.41098901098901097}",1.0,1.0
