round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,-0.5732696123321123,-0.3708466880341881,"{'J': 0.5621489621489622, 'F': 0.43785103785103785}","{'J': 0.4609375, 'F': 0.5390625}",4.6,6.0
2,J,J,-0.9832336733649789,-0.8039983114225532,"{'J': 0.5350598582946494, 'F': 0.4649401417053506}","{'J': 0.5466536394723986, 'F': 0.45334636052760136}",5.6,5.2
3,J,F,-1.6446587881038703,-1.2873542048295175,"{'J': 0.507696066454923, 'F': 0.49230393354507695}","{'J': 0.41866145578895947, 'F': 0.5813385442110406}",5.6,5.2
4,J,F,-2.1828007676521,-1.7393030372470997,"{'J': 0.5235653235653236, 'F': 0.4764346764346764}","{'J': 0.48046875, 'F': 0.51953125}",6.6,5.4
5,F,F,-2.763198675550903,-2.3121460159120453,"{'J': 0.4649401417053506, 'F': 0.5350598582946494}","{'J': 0.46116267708842207, 'F': 0.5388373229115779}",5.4,5.4
6,J,J,-3.1830208877522064,-2.693161266199401,"{'J': 0.5621489621489622, 'F': 0.43785103785103785}","{'J': 0.5427454811919883, 'F': 0.4572545188080117}",6.2,5.8
7,J,F,-3.706520316013539,-3.1771002549002945,"{'J': 0.5079365079365079, 'F': 0.49206349206349204}","{'J': 0.48815628815628814, 'F': 0.5118437118437118}",5.4,6.0
8,F,F,-4.253767339823063,-3.693345294582834,"{'J': 0.49206349206349204, 'F': 0.5079365079365079}","{'J': 0.4765625, 'F': 0.5234375}",5.8,5.8
9,J,J,-4.70184493813767,-4.094986797391822,"{'J': 0.550561797752809, 'F': 0.449438202247191}","{'J': 0.52734375, 'F': 0.47265625}",6.0,6.0
10,F,F,-5.26434493813767,-4.594986797391822,"{'J': 0.5, 'F': 0.5}","{'J': 0.46875, 'F': 0.53125}",5.4,5.4
