round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,-0.47919381742617084,-0.2579166265742858,"{'J': 0.6224938875305623, 'F': 0.37750611246943766}","{'J': 0.5118552921046199, 'F': 0.4881447078953801}",4.6,4.6
2,J,J,-0.7903376823223813,-0.44071810240569514,"{'J': 0.6792176039119805, 'F': 0.32078239608801956}","{'J': 0.6150464093795799, 'F': 0.3849535906204201}",5.0,3.8
3,J,J,-1.2427432606076767,-0.6884071748287532,"{'J': 0.6297020029311187, 'F': 0.3702979970688813}","{'J': 0.52734375, 'F': 0.47265625}",4.0,6.2
4,J,J,-1.7212486883070468,-1.0054510276811064,"{'J': 0.5925744992672203, 'F': 0.40742550073277967}","{'J': 0.5118437118437118, 'F': 0.48815628815628814}",3.8,4.8
5,J,J,-2.138325349151977,-1.2932598392030599,"{'J': 0.6112875641338871, 'F': 0.38871243586611287}","{'J': 0.5466536394723986, 'F': 0.45334636052760136}",3.8,2.875
6,J,J,-2.559042022942891,-1.645053241132713,"{'J': 0.5774303859306302, 'F': 0.4225696140693698}","{'J': 0.54296875, 'F': 0.45703125}",3.6,3.6
7,J,J,-3.009008636190754,-1.9794997841730062,"{'J': 0.5851037851037851, 'F': 0.4148962148962149}","{'J': 0.52734375, 'F': 0.47265625}",4.2,5.0
8,J,F,-3.509008636190754,-2.3627435555457468,"{'J': 0.5583781143136297, 'F': 0.4416218856863703}","{'J': 0.5, 'F': 0.5}",4.2,4.0
9,F,F,-4.017194174705963,-2.894372317504179,"{'J': 0.48424908424908425, 'F': 0.5157509157509158}","{'J': 0.495970695970696, 'F': 0.504029304029304}",5.0,2.0
10,J,J,-4.429313858710546,-3.2834747447741846,"{'J': 0.5581622678396871, 'F': 0.4418377321603128}","{'J': 0.5466536394723986, 'F': 0.45334636052760136}",4.6,4.8
