round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,-1.0257595742837649,-0.9935172684703795,"{'J': 0.2975085490962384, 'F': 0.7024914509037616}","{'J': 0.28138739618954567, 'F': 0.7186126038104543}",3.2,3.6
2,J,F,-1.757767129881064,-1.440787339330194,"{'J': 0.5235653235653236, 'F': 0.4764346764346764}","{'J': 0.3811965811965812, 'F': 0.6188034188034188}",3.2,2.4
3,F,F,-2.5091606761218364,-2.147237065346247,"{'J': 0.40742550073277967, 'F': 0.5925744992672203}","{'J': 0.3849535906204201, 'F': 0.6150464093795799}",2.8,2.0
4,J,F,-3.0472529503645545,-2.6076357163297423,"{'J': 0.5194234058148057, 'F': 0.4805765941851942}","{'J': 0.4805765941851942, 'F': 0.5194234058148057}",3.2,2.6
5,F,F,-3.636064152860659,-3.188630602265026,"{'J': 0.46116267708842207, 'F': 0.5388373229115779}","{'J': 0.4572545188080117, 'F': 0.5427454811919883}",3.4,3.2
6,F,F,-4.223903768057382,-3.745924310022828,"{'J': 0.4725274725274725, 'F': 0.5274725274725275}","{'J': 0.4572545188080117, 'F': 0.5427454811919883}",1.8,2.6
7,F,F,-4.732150403741105,-4.292777375517477,"{'J': 0.4766674810652333, 'F': 0.5233325189347666}","{'J': 0.495970695970696, 'F': 0.504029304029304}",3.2,2.6
8,J,J,-5.216709794726101,-4.738726518266033,"{'J': 0.5272416320547276, 'F': 0.47275836794527243}","{'J': 0.5079365079365079, 'F': 0.49206349206349204}",2.6,3.8
9,F,F,-5.904586690126201,-5.464016752105364,"{'J': 0.3961895456765999, 'F': 0.6038104543234001}","{'J': 0.4148962148962149, 'F': 0.5851037851037851}",2.2,2.4
10,F,F,-6.460776593972355,-6.020464210896573,"{'J': 0.4725274725274725, 'F': 0.5274725274725275}","{'J': 0.47265625, 'F': 0.52734375}",3.8,2.8
