round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,-0.85691025140806,-0.9122833066236862,"{'J': 0.32095749877870056, 'F': 0.6790425012212995}","{'J': 0.34864402638651354, 'F': 0.6513559736134864}",4.4,3.2
2,F,F,-1.4271257529056127,-1.6573461829686138,"{'J': 0.3811965811965812, 'F': 0.6188034188034188}","{'J': 0.4686202686202686, 'F': 0.5313797313797314}",3.8,2.2
3,F,F,-2.035224537476979,-2.489187029093473,"{'J': 0.34147532975085493, 'F': 0.6585246702491451}","{'J': 0.45334636052760136, 'F': 0.5466536394723986}",3.6,2.2
4,F,F,-2.6873328602425213,-3.311894966973656,"{'J': 0.34864402638651354, 'F': 0.6513559736134864}","{'J': 0.43394383394383396, 'F': 0.566056166056166}",4.0,2.0
5,F,F,-3.310402497103117,-4.08542869763005,"{'J': 0.3702979970688813, 'F': 0.6297020029311187}","{'J': 0.44553004396678064, 'F': 0.5544699560332194}",4.4,2.6
6,F,F,-3.9812396310949345,-4.925854234620157,"{'J': 0.34147532975085493, 'F': 0.6585246702491451}","{'J': 0.42626953125, 'F': 0.57373046875}",2.4,2.4
7,F,F,-4.614101418708738,-5.723444330817632,"{'J': 0.35939408746640605, 'F': 0.6406059125335939}","{'J': 0.44175824175824174, 'F': 0.5582417582417583}",1.4,3.0
8,F,F,-5.274227646494956,-6.532359011642425,"{'J': 0.35564240351734244, 'F': 0.6443575964826576}","{'J': 0.43003663003663006, 'F': 0.5699633699633699}",3.0,1.8
9,F,F,-5.880320803184754,-7.319204488801201,"{'J': 0.3629702002931119, 'F': 0.6370297997068881}","{'J': 0.45334636052760136, 'F': 0.5466536394723986}",2.8,1.8
10,F,F,-6.540422708447949,-8.12774720056972,"{'J': 0.35581622678396874, 'F': 0.6441837732160313}","{'J': 0.43003663003663006, 'F': 0.5699633699633699}",3.0,3.2
