round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,-0.36308508296783826,-0.2090344546622026,"{'J': 0.6583638583638584, 'F': 0.34163614163614164}","{'J': 0.5813385442110406, 'F': 0.41866145578895947}",7.4,5.2
2,F,F,-0.9705072903088087,-0.8399056116856352,"{'J': 0.43771372740595993, 'F': 0.5622862725940401}","{'J': 0.449438202247191, 'F': 0.550561797752809}",7.8,6.0
3,J,J,-1.3425574179529534,-1.0992884917228167,"{'J': 0.6298558514537015, 'F': 0.37014414854629857}","{'J': 0.5735222276502199, 'F': 0.4264777723497802}",7.0,5.8
4,F,F,-1.9844014549594629,-1.756344897325521,"{'J': 0.4263376496457366, 'F': 0.5736623503542634}","{'J': 0.43394383394383396, 'F': 0.566056166056166}",8.2,7.0
5,J,J,-2.3394705187730307,-1.9176723827370319,"{'J': 0.6858817782120176, 'F': 0.31411822178798243}","{'J': 0.589010989010989, 'F': 0.41098901098901097}",8.6,5.2
6,F,F,-2.8870838429488552,-2.4499125384146874,"{'J': 0.48424908424908425, 'F': 0.5157509157509158}","{'J': 0.4765625, 'F': 0.5234375}",8.0,5.666666666666667
7,J,J,-3.272209936526341,-2.616880369476314,"{'J': 0.6790425012212995, 'F': 0.32095749877870056}","{'J': 0.5699633699633699, 'F': 0.43003663003663006}",7.8,4.8
8,F,F,-3.8662353144906256,-3.1329906014056474,"{'J': 0.49230393354507695, 'F': 0.507696066454923}","{'J': 0.45334636052760136, 'F': 0.5466536394723986}",7.0,6.0
9,J,J,-4.316415602952164,-3.459836411845208,"{'J': 0.589010989010989, 'F': 0.41098901098901097}","{'J': 0.52734375, 'F': 0.47265625}",6.6,7.6
10,J,F,-4.816415602952164,-3.889716695255909,"{'J': 0.5350598582946494, 'F': 0.4649401417053506}","{'J': 0.5, 'F': 0.5}",6.4,6.0
