round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,-0.24784790052687863,-0.24819213372205481,"{'J': 0.6477633830359325, 'F': 0.35223661696406744}","{'J': 0.6479354996335206, 'F': 0.35206450036647935}",6.2,5.2
2,F,F,-1.0177729850092916,-1.4066839216841778,"{'J': 0.20175867122618465, 'F': 0.7982413287738154}","{'J': 0.3960420229660396, 'F': 0.6039579770339604}",7.6,6.0
3,J,J,-1.3233299333794837,-1.632460766037381,"{'J': 0.6549364613880743, 'F': 0.34506353861192574}","{'J': 0.6150464093795799, 'F': 0.3849535906204201}",5.4,5.8
4,F,F,-2.147482627178386,-2.7750202925192355,"{'J': 0.21469687691365585, 'F': 0.7853031230863442}","{'J': 0.37390029325513197, 'F': 0.626099706744868}",6.0,5.8
5,J,J,-2.455099344520019,-2.860480595129746,"{'J': 0.7371779141104294, 'F': 0.26282208588957057}","{'J': 0.626099706744868, 'F': 0.37390029325513197}",5.6,6.8
6,F,F,-3.0553447680880734,-3.712887334893884,"{'J': 0.33104125736738704, 'F': 0.668958742632613}","{'J': 0.4571219154654288, 'F': 0.5428780845345712}",6.2,7.6
7,J,J,-3.3235812583971294,-3.7868583909685882,"{'J': 0.7520691785052501, 'F': 0.24793082149474985}","{'J': 0.6549364613880743, 'F': 0.34506353861192574}",6.0,7.0
8,F,F,-3.999290445837701,-4.700575229920402,"{'J': 0.30733382389011527, 'F': 0.6926661761098847}","{'J': 0.4263376496457366, 'F': 0.5736623503542634}",6.0,6.0
9,J,J,-4.377887210060901,-4.959145873286254,"{'J': 0.6297662976629766, 'F': 0.37023370233702335}","{'J': 0.5697532372343025, 'F': 0.4302467627656975}",5.6,7.0
10,F,F,-4.974470420566004,-5.729733343166753,"{'J': 0.37025238912031366, 'F': 0.6297476108796863}","{'J': 0.4572545188080117, 'F': 0.5427454811919883}",6.4,5.8
