round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,-0.5107446467319467,-1.1693120003292186,"{'J': 0.16668701917206008, 'F': 0.8333129808279399}","{'J': 0.495970695970696, 'F': 0.504029304029304}",2.2,2.2
2,F,F,-1.0189637517578887,-1.84033119037431,"{'J': 0.41481300415546324, 'F': 0.5851869958445368}","{'J': 0.49621304666503785, 'F': 0.5037869533349622}",1.6,2.4
3,F,J,-1.4019990697212492,-2.4796311211126363,"{'J': 0.4263376496457366, 'F': 0.5736623503542634}","{'J': 0.5544699560332194, 'F': 0.44553004396678064}",2.6,2.8
4,F,F,-1.9103870568333918,-3.127531308933306,"{'J': 0.4263376496457366, 'F': 0.5736623503542634}","{'J': 0.49609375, 'F': 0.50390625}",3.2,2.6
5,F,F,-2.4188949551850403,-3.806248685306932,"{'J': 0.41098901098901097, 'F': 0.589010989010989}","{'J': 0.49609375, 'F': 0.50390625}",1.2,3.0
6,F,J,-2.8610149020585136,-4.419812360807665,"{'J': 0.4416218856863703, 'F': 0.5583781143136297}","{'J': 0.52734375, 'F': 0.47265625}",3.0,3.8
7,F,J,-3.327940585986213,-5.034744273362623,"{'J': 0.4416218856863703, 'F': 0.5583781143136297}","{'J': 0.515625, 'F': 0.484375}",3.2,2.0
8,F,J,-3.777619231565109,-5.678342374241959,"{'J': 0.4264777723497802, 'F': 0.5735222276502199}","{'J': 0.5234375, 'F': 0.4765625}",2.0,4.0
9,F,J,-4.25236695689486,-6.33138837143297,"{'J': 0.4225696140693698, 'F': 0.5774303859306302}","{'J': 0.51171875, 'F': 0.48828125}",1.0,3.2
10,F,F,-4.760990476069261,-7.039820299254172,"{'J': 0.3961895456765999, 'F': 0.6038104543234001}","{'J': 0.49609375, 'F': 0.50390625}",2.4,1.8
