round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,-0.760875734508547,-1.387294671474359,"{'J': 0.09401709401709402, 'F': 0.905982905982906}","{'J': 0.4072265625, 'F': 0.5927734375}",4.8,6.0
2,F,F,-1.2608757345085468,-2.190006618701332,"{'J': 0.34864402638651354, 'F': 0.6513559736134864}","{'J': 0.5, 'F': 0.5}",2.6,4.6
3,F,J,-1.6256808889056875,-2.733589143080338,"{'J': 0.4766674810652333, 'F': 0.5233325189347666}","{'J': 0.566056166056166, 'F': 0.43394383394383396}",4.4,5.6
4,F,J,-2.1172778117678765,-3.318735636385112,"{'J': 0.4572545188080117, 'F': 0.5427454811919883}","{'J': 0.504029304029304, 'F': 0.495970695970696}",6.0,5.0
5,F,J,-2.5425314276616886,-3.946073778252387,"{'J': 0.4340175953079179, 'F': 0.5659824046920822}","{'J': 0.5350598582946494, 'F': 0.4649401417053506}",3.8,6.2
6,F,J,-2.976597841138191,-4.559039091024735,"{'J': 0.44170129552676607, 'F': 0.5582987044732339}","{'J': 0.5311507451746885, 'F': 0.46884925482531153}",5.0,5.6
7,F,J,-3.3711382595560435,-5.140459274017347,"{'J': 0.4571219154654288, 'F': 0.5428780845345712}","{'J': 0.550561797752809, 'F': 0.449438202247191}",5.6,4.8
8,F,J,-3.7629468858699253,-5.773176442073407,"{'J': 0.43010752688172044, 'F': 0.5698924731182796}","{'J': 0.550561797752809, 'F': 0.449438202247191}",6.4,4.4
9,F,J,-4.145556345393739,-6.419868740612108,"{'J': 0.4224285365257757, 'F': 0.5775714634742243}","{'J': 0.5544699560332194, 'F': 0.44553004396678064}",4.6,6.2
10,F,J,-4.535832796018142,-7.081356763281718,"{'J': 0.4149560117302053, 'F': 0.5850439882697948}","{'J': 0.550561797752809, 'F': 0.449438202247191}",6.0,6.4
