round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,F,F,-1.4139036550555621,-1.253119180455489,"{'J': 0.22265625, 'F': 0.77734375}","{'J': 0.14226401269996336, 'F': 0.8577359873000366}",1.8,2.4
2,F,F,-2.3810377362521433,-1.8488056120794207,"{'J': 0.4609375, 'F': 0.5390625}","{'J': 0.27521367521367524, 'F': 0.7247863247863248}",3.6,2.0
3,F,F,-3.1909278461422534,-2.3488056120794205,"{'J': 0.5, 'F': 0.5}","{'J': 0.34505494505494505, 'F': 0.654945054945055}",2.0,3.2
4,J,F,-3.9289839190538314,-2.7874257726803,"{'J': 0.52734375, 'F': 0.47265625}","{'J': 0.3776257938446507, 'F': 0.6223742061553493}",2.0,1.8
5,F,F,-4.718087481615244,-3.411299688557532,"{'J': 0.44553004396678064, 'F': 0.5544699560332194}","{'J': 0.3629152206246901, 'F': 0.6370847793753098}",1.8,3.2
6,J,F,-5.417640419222108,-3.7479544634567747,"{'J': 0.57373046875, 'F': 0.42626953125}","{'J': 0.39228138739618956, 'F': 0.6077186126038104}",1.8,1.8
7,F,F,-6.14546536649414,-4.2998140297886405,"{'J': 0.4766674810652333, 'F': 0.5233325189347666}","{'J': 0.3886847905951506, 'F': 0.6113152094048494}",1.8,2.0
8,J,F,-6.770897861589556,-4.692010597266107,"{'J': 0.550561797752809, 'F': 0.449438202247191}","{'J': 0.43394383394383396, 'F': 0.566056166056166}",2.0,3.4
9,F,F,-7.5445017121188025,-5.383728963423412,"{'J': 0.41487279843444225, 'F': 0.5851272015655578}","{'J': 0.37393005624847153, 'F': 0.6260699437515285}",2.4,2.0
10,J,F,-8.148784935222949,-5.793581312077142,"{'J': 0.5427454811919883, 'F': 0.4572545188080117}","{'J': 0.44553004396678064, 'F': 0.5544699560332194}",1.8,1.0
