round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,F,-1.095579778764539,-0.11124572094165452,"{'J': 0.6442002442002442, 'F': 0.3557997557997558}","{'J': 0.15203321528880206, 'F': 0.8479667847111979}",3.6,1.8
2,F,F,-2.2883249915390627,-1.3727580565135895,"{'J': 0.19931607230092818, 'F': 0.8006839276990718}","{'J': 0.2336996336996337, 'F': 0.7663003663003664}",4.4,4.4
3,F,F,-3.1855399393157544,-2.1781222071976845,"{'J': 0.37014414854629857, 'F': 0.6298558514537015}","{'J': 0.32421875, 'F': 0.67578125}",4.0,2.2
4,J,F,-3.8618637240379767,-2.660838601046891,"{'J': 0.5079365079365079, 'F': 0.49206349206349204}","{'J': 0.4111328125, 'F': 0.5888671875}",4.0,3.6
5,F,F,-4.59870557187152,-3.299298171113691,"{'J': 0.43771372740595993, 'F': 0.5622862725940401}","{'J': 0.38852258852258853, 'F': 0.6114774114774115}",4.6,3.2
6,F,F,-5.207752026639246,-3.799298171113691,"{'J': 0.5, 'F': 0.5}","{'J': 0.44547677261613694, 'F': 0.5545232273838631}",2.0,2.2
7,J,F,-5.8141476096270965,-4.250043154825517,"{'J': 0.5233553436047933, 'F': 0.47664465639520665}","{'J': 0.44553004396678064, 'F': 0.5544699560332194}",2.0,2.0
8,F,F,-6.490854281289005,-4.834488575351654,"{'J': 0.461086637298091, 'F': 0.5389133627019089}","{'J': 0.4149560117302053, 'F': 0.5850439882697948}",3.8,1.2
9,J,F,-7.098524964554081,-5.309917899407784,"{'J': 0.5116507235712534, 'F': 0.48834927642874665}","{'J': 0.44553004396678064, 'F': 0.5544699560332194}",3.6,2.6
10,F,F,-7.755810171199863,-5.843653488791131,"{'J': 0.4843444227005871, 'F': 0.5156555772994129}","{'J': 0.4225696140693698, 'F': 0.5774303859306302}",2.4,3.4
