round,action_A,action_B,points_A,points_B,probs_A,probs_B,T_A,T_B
1,J,J,-0.4105830357715121,-0.16110613865153497,"{'J': 0.679208404593208, 'F': 0.3207915954067921}","{'J': 0.5544699560332194, 'F': 0.44553004396678064}",1.0,1.0
2,F,F,-1.1497597845745962,-1.187704611443521,"{'J': 0.25985794758755815, 'F': 0.7401420524124418}","{'J': 0.4035688095820093, 'F': 0.5964311904179908}",2.8,1.0
3,J,J,-1.5796270722634889,-1.495216371675501,"{'J': 0.6001467351430667, 'F': 0.39985326485693323}","{'J': 0.5389689714146103, 'F': 0.4610310285853897}",2.0,1.0
4,F,F,-2.1684607897748935,-2.0767604953268783,"{'J': 0.4608993157380254, 'F': 0.5391006842619745}","{'J': 0.4572545188080117, 'F': 0.5427454811919883}",1.0,1.0
5,J,F,-2.6684607897748935,-2.414208552036729,"{'J': 0.5812759716450746, 'F': 0.41872402835492545}","{'J': 0.5, 'F': 0.5}",2.0,2.0
6,F,F,-3.238854679254082,-2.9223028617790137,"{'J': 0.49608993157380255, 'F': 0.5039100684261975}","{'J': 0.4649401417053506, 'F': 0.5350598582946494}",1.0,3.0
7,J,J,-3.6956270977533894,-3.2784156174393275,"{'J': 0.5736623503542634, 'F': 0.4263376496457366}","{'J': 0.5233325189347666, 'F': 0.4766674810652333}",1.0,1.0
8,F,F,-4.295455853183576,-3.9247220401612757,"{'J': 0.43010752688172044, 'F': 0.5698924731182796}","{'J': 0.45334636052760136, 'F': 0.5466536394723986}",1.0,1.4
9,J,F,-4.818775783246726,-4.393325961147313,"{'J': 0.5155142926948448, 'F': 0.48448570730515517}","{'J': 0.48815628815628814, 'F': 0.5118437118437118}",2.6,1.0
10,F,F,-5.398870052168453,-4.958047074595261,"{'J': 0.46884925482531153, 'F': 0.5311507451746885}","{'J': 0.46116267708842207, 'F': 0.5388373229115779}",1.0,1.0
