round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,F,1.157870778882792,3.7905075302596574,"{'J': 0.8439603475706768, 'F': 0.15603965242932322}","{'J': 0.31743299729530366, 'F': 0.6825670027046964}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
2,J,F,3.0224711598302294,6.8944495198476705,"{'J': 0.7401420524124418, 'F': 0.25985794758755815}","{'J': 0.4922737306843267, 'F': 0.5077262693156733}",6.0,6.0,4.0,6.0,7.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0
3,J,F,4.79167365305226,10.199988338746753,"{'J': 0.795593635250918, 'F': 0.204406364749082}","{'J': 0.4883263701155075, 'F': 0.5116736298844925}",5.6,6.0,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,5.0
4,J,F,6.578931694137859,13.393338762959385,"{'J': 0.7577351106762872, 'F': 0.24226488932371285}","{'J': 0.4765166340508806, 'F': 0.5234833659491194}",5.6,6.0,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,5.0
5,J,F,8.36223528410346,16.596890104925976,"{'J': 0.7606942067954046, 'F': 0.23930579320459544}","{'J': 0.47664465639520665, 'F': 0.5233553436047933}",5.6,6.0,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,5.0
6,J,F,10.188773296905783,19.696644149008844,"{'J': 0.7311827956989247, 'F': 0.26881720430107525}","{'J': 0.47653958944281527, 'F': 0.5234604105571847}",5.6,6.0,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,5.0
7,J,F,12.074830443912699,22.77282837323961,"{'J': 0.7341153470185728, 'F': 0.26588465298142716}","{'J': 0.49608993157380255, 'F': 0.5039100684261975}",5.6,6.0,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,5.0
8,J,J,14.015573218326553,25.836176427870654,"{'J': 0.7401613297482278, 'F': 0.2598386702517722}","{'J': 0.5156402737047898, 'F': 0.4843597262952102}",6.0,6.0,4.0,6.0,7.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0
9,J,J,15.886845636419917,29.123442976558295,"{'J': 0.8104671068720959, 'F': 0.18953289312790414}","{'J': 0.5272682807532404, 'F': 0.4727317192467596}",6.0,6.0,4.0,6.0,7.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0
10,J,J,17.811092065431584,32.532886371559684,"{'J': 0.8705652067531197, 'F': 0.12943479324688034}","{'J': 0.573525813555175, 'F': 0.42647418644482504}",6.0,6.0,4.0,6.0,7.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0
