round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,F,1.1402186087885229,0.7937362121576135,"{'J': 0.7121545610173636, 'F': 0.2878454389826363}","{'J': 0.461086637298091, 'F': 0.5389133627019089}",6.4,5.8,6.0,7.0,6.0,8.0,5.0,5.0,6.0,5.0,8.0,5.0
2,J,J,2.6322098704234254,1.5362362509978575,"{'J': 0.7635118610907312, 'F': 0.23648813890926876}","{'J': 0.611233750306598, 'F': 0.388766249693402}",6.4,6.0,6.0,7.0,6.0,8.0,5.0,5.0,6.0,6.0,8.0,5.0
3,J,J,3.967871154544917,2.296407339040918,"{'J': 0.7372549019607844, 'F': 0.2627450980392157}","{'J': 0.5504901960784314, 'F': 0.44950980392156864}",6.4,6.6,6.0,7.0,6.0,8.0,5.0,5.0,8.0,6.0,9.0,5.0
4,J,F,5.21401558538947,3.050262908196365,"{'J': 0.7461444308445533, 'F': 0.25385556915544677}","{'J': 0.5, 'F': 0.5}",6.4,6.4,6.0,8.0,6.0,8.0,4.0,5.0,8.0,6.0,8.0,5.0
5,J,J,6.643995414299614,3.787124931571363,"{'J': 0.7690423708057801, 'F': 0.23095762919421994}","{'J': 0.5775165319617928, 'F': 0.4224834680382072}",5.8,6.4,5.0,6.0,5.0,8.0,5.0,5.0,8.0,6.0,8.0,5.0
6,J,J,7.992376247181609,4.52824905812776,"{'J': 0.7607151604212589, 'F': 0.2392848395787411}","{'J': 0.5429131927415399, 'F': 0.45708680725846}",6.4,6.4,6.0,8.0,6.0,8.0,4.0,5.0,8.0,6.0,8.0,5.0
7,J,J,9.309612944617626,5.29139178860557,"{'J': 0.7341337907375644, 'F': 0.2658662092624357}","{'J': 0.5429131927415399, 'F': 0.45708680725846}",6.2,6.4,5.0,8.0,6.0,8.0,4.0,5.0,8.0,6.0,8.0,5.0
8,J,J,10.58232336382486,6.061270214534952,"{'J': 0.7280744732974033, 'F': 0.2719255267025968}","{'J': 0.5233415233415234, 'F': 0.47665847665847666}",6.2,6.6,5.0,8.0,6.0,8.0,4.0,5.0,8.0,6.0,9.0,5.0
9,J,J,11.855487142721124,6.836478445794139,"{'J': 0.7217050465458109, 'F': 0.27829495345418914}","{'J': 0.5272727272727272, 'F': 0.4727272727272727}",6.4,6.4,6.0,7.0,6.0,8.0,5.0,5.0,8.0,6.0,8.0,5.0
10,J,J,13.117168907138515,7.634886690896987,"{'J': 0.6926470588235294, 'F': 0.3073529411764706}","{'J': 0.538989700833742, 'F': 0.46101029916625796}",6.4,6.4,6.0,7.0,6.0,8.0,5.0,5.0,8.0,6.0,8.0,5.0
