round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,F,0.966004417953015,0.9734533302600099,"{'J': 0.5851506983582455, 'F': 0.4148493016417545}","{'J': 0.4111248454882571, 'F': 0.5888751545117429}",3.4,6.0,2.0,3.0,2.0,8.0,2.0,4.0,6.0,8.0,8.0,4.0
2,J,J,2.202677639575862,1.793464700817986,"{'J': 0.6655239960822723, 'F': 0.3344760039177277}","{'J': 0.5428069294501632, 'F': 0.4571930705498368}",5.8,6.0,3.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,8.0,4.0
3,J,J,3.475902740696559,2.5835002502336333,"{'J': 0.7025557368134856, 'F': 0.2974442631865144}","{'J': 0.539039039039039, 'F': 0.46096096096096095}",6.2,5.8,4.0,6.0,8.0,8.0,5.0,3.0,8.0,8.0,8.0,2.0
4,J,F,4.635048300466753,3.413586084652866,"{'J': 0.6723404255319149, 'F': 0.3276595744680851}","{'J': 0.4921894371435656, 'F': 0.5078105628564344}",6.0,5.8,4.0,6.0,8.0,8.0,4.0,3.0,6.0,8.0,8.0,4.0
5,J,J,5.909252132848216,4.2145987645310665,"{'J': 0.6860643185298622, 'F': 0.31393568147013784}","{'J': 0.5505312577217693, 'F': 0.4494687422782308}",6.0,6.0,4.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,8.0,4.0
6,J,J,7.076665230510464,5.074822379456951,"{'J': 0.6262265834076717, 'F': 0.37377341659232827}","{'J': 0.5273681579605098, 'F': 0.4726318420394901}",6.2,5.8,4.0,6.0,8.0,8.0,5.0,3.0,6.0,8.0,8.0,4.0
7,J,J,8.24934647999455,5.920629823144219,"{'J': 0.6478003601749421, 'F': 0.35219963982505786}","{'J': 0.5156365427234672, 'F': 0.48436345727653285}",6.0,6.8,4.0,6.0,8.0,8.0,4.0,4.0,8.0,8.0,8.0,6.0
8,J,F,9.387349404619805,6.778075469330964,"{'J': 0.6442234123947972, 'F': 0.35577658760520275}","{'J': 0.4960552268244576, 'F': 0.5039447731755424}",6.0,6.0,4.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,8.0,4.0
9,J,F,10.520717605456625,7.644707268494144,"{'J': 0.6333682008368201, 'F': 0.3666317991631799}","{'J': 0.5, 'F': 0.5}",6.0,6.0,4.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,8.0,4.0
10,J,J,11.62387914677632,8.547267756331006,"{'J': 0.5925742574257425, 'F': 0.4074257425742574}","{'J': 0.5077262693156733, 'F': 0.4922737306843267}",6.0,6.0,4.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,8.0,4.0
