round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,J,7.26862802938307,8.480069113594878,"{'J': 0.8723534451107575, 'F': 0.12764655488924245}","{'J': 0.6992904330804991, 'F': 0.30070956691950085}",7.6,7.2,8.0,6.0,8.0,9.0,7.0,7.0,8.0,7.0,8.0,6.0
2,J,J,14.341396513823621,16.609259205368083,"{'J': 0.8267254038179148, 'F': 0.17327459618208516}","{'J': 0.6758080313418218, 'F': 0.32419196865817823}",7.6,7.4,8.0,7.0,8.0,9.0,6.0,7.0,8.0,8.0,8.0,6.0
3,J,J,21.332113521883674,24.905330292182907,"{'J': 0.85200146896805, 'F': 0.14799853103195004}","{'J': 0.6655223148602256, 'F': 0.3344776851397744}",7.6,7.6,8.0,7.0,8.0,9.0,6.0,8.0,7.0,8.0,9.0,6.0
4,J,J,28.51385741336034,33.09471494528415,"{'J': 0.8333333333333334, 'F': 0.16666666666666666}","{'J': 0.6893846531012503, 'F': 0.3106153468987497}",7.6,7.2,8.0,7.0,8.0,9.0,6.0,7.0,8.0,7.0,8.0,6.0
5,J,J,35.50341431392484,41.244939567438166,"{'J': 0.8311688311688312, 'F': 0.16883116883116883}","{'J': 0.6653591566560432, 'F': 0.33464084334395683}",7.6,7.6,8.0,7.0,8.0,9.0,6.0,8.0,7.0,8.0,9.0,6.0
6,J,J,42.4379378200139,49.24453625439898,"{'J': 0.8104927678352537, 'F': 0.18950723216474627}","{'J': 0.6583394562821455, 'F': 0.34166054371785454}",7.6,7.2,8.0,7.0,8.0,9.0,6.0,7.0,8.0,7.0,8.0,6.0
7,J,J,49.48341577331673,57.36995213501843,"{'J': 0.8266568663481563, 'F': 0.17334313365184367}","{'J': 0.6723800195886386, 'F': 0.3276199804113614}",7.6,8.0,8.0,7.0,8.0,9.0,6.0,8.0,7.0,8.0,9.0,8.0
8,J,J,56.52707724865961,65.38148149428899,"{'J': 0.8104863408060762, 'F': 0.1895136591939238}","{'J': 0.6722195002449779, 'F': 0.32778049975502205}",7.6,7.6,8.0,7.0,8.0,9.0,6.0,8.0,7.0,8.0,9.0,6.0
9,J,J,63.51690746893736,73.30143577346402,"{'J': 0.7982359426681367, 'F': 0.20176405733186328}","{'J': 0.6653610771113831, 'F': 0.3346389228886169}",7.6,8.0,8.0,7.0,8.0,9.0,6.0,8.0,7.0,8.0,9.0,8.0
10,J,J,70.56075372702904,81.09863409206653,"{'J': 0.7799975487192058, 'F': 0.2200024512807942}","{'J': 0.6723758257890874, 'F': 0.32762417421091267}",7.6,8.0,8.0,7.0,8.0,9.0,6.0,7.0,8.0,8.0,9.0,8.0
