round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,J,5.848586415670759,8.543136549392976,"{'J': 0.9160864785635764, 'F': 0.0839135214364236}","{'J': 0.5311507451746885, 'F': 0.46884925482531153}",4.2,5.0,4.0,3.0,4.0,8.0,2.0,4.0,5.0,4.0,8.0,4.0
2,J,J,11.785982430526342,16.41837635887869,"{'J': 0.8081153752138841, 'F': 0.19188462478611587}","{'J': 0.5312805474095796, 'F': 0.4687194525904203}",4.2,4.2,4.0,3.0,4.0,8.0,2.0,4.0,3.0,4.0,8.0,2.0
3,J,F,17.029262959538222,24.175496690665142,"{'J': 0.8006847640009782, 'F': 0.19931523599902176}","{'J': 0.4415647921760391, 'F': 0.5584352078239608}",4.2,5.2,4.0,3.0,4.0,8.0,2.0,4.0,5.0,6.0,8.0,3.0
4,J,F,22.693892316023778,32.00638182132154,"{'J': 0.8056744527332763, 'F': 0.19432554726672374}","{'J': 0.49620934213744194, 'F': 0.5037906578625581}",4.2,5.2,4.0,3.0,4.0,8.0,2.0,4.0,5.0,6.0,8.0,3.0
5,J,J,28.418067917449513,40.04020193982183,"{'J': 0.8376528117359413, 'F': 0.16234718826405867}","{'J': 0.5077035950110051, 'F': 0.49229640498899485}",4.2,4.2,4.0,3.0,4.0,8.0,2.0,4.0,3.0,4.0,8.0,2.0
6,J,J,34.13511317148978,47.92040570534209,"{'J': 0.8128133023597017, 'F': 0.18718669764029833}","{'J': 0.5037906578625581, 'F': 0.49620934213744194}",4.2,5.4,4.0,3.0,4.0,8.0,2.0,4.0,6.0,5.0,8.0,4.0
7,J,F,39.67799895682358,55.56872678207802,"{'J': 0.777316059643119, 'F': 0.22268394035688097}","{'J': 0.47653958944281527, 'F': 0.5234604105571847}",4.2,5.4,4.0,3.0,4.0,8.0,2.0,4.0,5.0,6.0,8.0,4.0
8,J,F,45.26819219994104,63.28505826720374,"{'J': 0.7879677182685253, 'F': 0.21203228173147468}","{'J': 0.48423368369591785, 'F': 0.5157663163040821}",4.2,5.4,4.0,3.0,4.0,8.0,2.0,4.0,5.0,6.0,8.0,4.0
9,J,F,50.81733986670166,70.90121677558292,"{'J': 0.7718268525311812, 'F': 0.22817314746881878}","{'J': 0.47653958944281527, 'F': 0.5234604105571847}",5.2,5.4,4.0,6.0,5.0,8.0,3.0,4.0,5.0,6.0,8.0,4.0
10,J,F,56.44687237753844,78.743166788253,"{'J': 0.8081153752138841, 'F': 0.19188462478611587}","{'J': 0.4920557320948423, 'F': 0.5079442679051577}",5.2,5.2,4.0,5.0,6.0,8.0,3.0,4.0,5.0,6.0,8.0,3.0
