round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,F,1.1210321345644698,2.0717668202223454,"{'J': 0.754855258336387, 'F': 0.24514474166361305}","{'J': 0.4379436964504284, 'F': 0.5620563035495716}",4.2,4.2,4.0,3.0,4.0,8.0,2.0,4.0,3.0,4.0,8.0,2.0
2,J,F,2.2772627643553447,3.848281361178362,"{'J': 0.5697532372343025, 'F': 0.4302467627656975}","{'J': 0.3629919335125886, 'F': 0.6370080664874114}",4.2,4.2,4.0,3.0,4.0,8.0,2.0,4.0,3.0,4.0,8.0,2.0
3,F,F,3.3880135006152665,5.490316205606426,"{'J': 0.4649401417053506, 'F': 0.5350598582946494}","{'J': 0.2878454389826363, 'F': 0.7121545610173636}",4.2,3.6,4.0,3.0,4.0,8.0,2.0,4.0,3.0,4.0,5.0,2.0
4,J,F,4.691170660664784,7.106332933499556,"{'J': 0.5117302052785924, 'F': 0.48826979472140764}","{'J': 0.40744368266405484, 'F': 0.5925563173359452}",4.2,4.2,4.0,3.0,4.0,8.0,2.0,4.0,3.0,4.0,8.0,2.0
5,F,F,5.884748020320881,8.712818135909474,"{'J': 0.46884925482531153, 'F': 0.5311507451746885}","{'J': 0.3312133072407045, 'F': 0.6687866927592955}",4.2,4.2,4.0,3.0,4.0,8.0,2.0,4.0,3.0,4.0,8.0,2.0
6,F,F,7.105691918814289,10.316963639608261,"{'J': 0.4764116352969934, 'F': 0.5235883647030066}","{'J': 0.3486777668952008, 'F': 0.6513222331047992}",4.2,4.2,4.0,3.0,4.0,8.0,2.0,4.0,3.0,4.0,8.0,2.0
7,F,F,8.395959608298218,11.86904387111263,"{'J': 0.46480938416422285, 'F': 0.5351906158357771}","{'J': 0.37753853682407634, 'F': 0.6224614631759237}",4.2,4.2,4.0,3.0,4.0,8.0,2.0,4.0,3.0,4.0,8.0,2.0
8,F,F,9.6328910955101,13.430397331024892,"{'J': 0.45321280234546785, 'F': 0.5467871976545321}","{'J': 0.3450721447786745, 'F': 0.6549278552213255}",4.2,4.2,4.0,3.0,4.0,8.0,2.0,4.0,3.0,4.0,8.0,2.0
9,F,F,10.850653009998542,14.926869588153686,"{'J': 0.4035688095820093, 'F': 0.5964311904179908}","{'J': 0.31066536203522505, 'F': 0.6893346379647749}",4.2,4.2,4.0,3.0,4.0,8.0,2.0,4.0,3.0,4.0,8.0,2.0
10,F,F,12.140508458388098,16.299563009333358,"{'J': 0.34508076358296624, 'F': 0.6549192364170338}","{'J': 0.317468105986261, 'F': 0.6825318940137389}",4.2,4.2,4.0,3.0,4.0,8.0,2.0,4.0,3.0,4.0,8.0,2.0
