round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,J,-0.24734220131908305,0.13755550789075263,"{'J': 0.904636813488912, 'F': 0.09536318651108804}","{'J': 0.7121879588839941, 'F': 0.2878120411160059}",7.0,7.0,6.0,7.0,8.0,8.0,6.0,6.0,7.0,8.0,8.0,6.0
2,J,F,-0.7605614905206798,-0.06438951804037205,"{'J': 0.6478804214653271, 'F': 0.35211957853467285}","{'J': 0.49224328983009114, 'F': 0.5077567101699089}",5.6,7.0,6.0,4.0,7.0,8.0,3.0,6.0,7.0,8.0,8.0,6.0
3,J,J,-1.2120076103229365,-0.1287446450566228,"{'J': 0.7248651299656694, 'F': 0.27513487003433057}","{'J': 0.5313196335726665, 'F': 0.4686803664273335}",6.0,6.4,6.0,5.0,7.0,8.0,4.0,6.0,6.0,6.0,8.0,6.0
4,J,J,-1.6333378170687016,-0.20759291056887713,"{'J': 0.7217860647693818, 'F': 0.27821393523061827}","{'J': 0.5505450941526263, 'F': 0.44945490584737363}",6.0,7.0,6.0,5.0,7.0,8.0,4.0,6.0,7.0,8.0,8.0,6.0
5,J,F,-2.2991815836001774,-0.5637911119442959,"{'J': 0.5660377358490566, 'F': 0.4339622641509434}","{'J': 0.411214953271028, 'F': 0.5887850467289719}",5.6,6.0,6.0,4.0,7.0,8.0,3.0,6.0,4.0,7.0,8.0,5.0
6,J,F,-2.9549422193285655,-0.9712696678613831,"{'J': 0.5427800931600882, 'F': 0.45721990683991176}","{'J': 0.41863905325443784, 'F': 0.5813609467455622}",5.6,6.4,6.0,4.0,7.0,8.0,3.0,6.0,5.0,7.0,8.0,6.0
7,J,F,-3.638600563549111,-1.3690613197274613,"{'J': 0.5466143277723258, 'F': 0.4533856722276742}","{'J': 0.403680981595092, 'F': 0.596319018404908}",5.6,6.8,6.0,4.0,7.0,8.0,3.0,8.0,6.0,7.0,8.0,5.0
8,J,F,-4.37250055142043,-1.8337472852080448,"{'J': 0.5157817470026914, 'F': 0.48421825299730853}","{'J': 0.38117473580732364, 'F': 0.6188252641926764}",5.6,6.4,6.0,4.0,7.0,8.0,3.0,6.0,5.0,7.0,8.0,6.0
9,J,F,-5.1881609798756925,-2.324384186906217,"{'J': 0.5040411462160176, 'F': 0.49595885378398236}","{'J': 0.34152938283747236, 'F': 0.6584706171625276}",5.6,6.4,6.0,4.0,7.0,8.0,3.0,6.0,5.0,7.0,8.0,6.0
10,F,F,-6.0273538786915015,-2.8332550844530138,"{'J': 0.4962056303549572, 'F': 0.5037943696450429}","{'J': 0.3310446297204512, 'F': 0.6689553702795488}",5.6,6.4,6.0,4.0,7.0,8.0,3.0,6.0,5.0,7.0,8.0,6.0
