round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,F,0.7580869659848325,2.347362384978244,"{'J': 0.8176039119804401, 'F': 0.1823960880195599}","{'J': 0.2878454389826363, 'F': 0.7121545610173636}",6.0,5.2,6.0,5.0,7.0,8.0,4.0,6.0,4.0,5.0,8.0,3.0
2,J,F,1.7482047092566604,4.48900648727453,"{'J': 0.7578019826214661, 'F': 0.24219801737853383}","{'J': 0.37395986294664707, 'F': 0.6260401370533529}",6.0,5.2,6.0,5.0,7.0,8.0,4.0,6.0,4.0,5.0,8.0,3.0
3,J,F,2.6128762374222942,6.722481434857157,"{'J': 0.7772071411102959, 'F': 0.22279285888970407}","{'J': 0.32093933463796476, 'F': 0.6790606653620352}",6.0,5.2,6.0,5.0,7.0,8.0,4.0,6.0,4.0,5.0,8.0,3.0
4,J,F,3.4995210931602454,8.911538911645314,"{'J': 0.7549199364380883, 'F': 0.24508006356191175}","{'J': 0.32078239608801956, 'F': 0.6792176039119805}",6.0,5.2,6.0,5.0,7.0,8.0,4.0,6.0,4.0,5.0,8.0,3.0
5,J,F,4.468058948830358,11.041911880656993,"{'J': 0.7430945978978245, 'F': 0.2569054021021755}","{'J': 0.35581622678396874, 'F': 0.6441837732160313}",6.0,5.2,6.0,5.0,7.0,8.0,4.0,6.0,4.0,5.0,8.0,3.0
6,J,F,5.44525419873281,13.11196528209873,"{'J': 0.7057673509286413, 'F': 0.29423264907135877}","{'J': 0.3414813004155463, 'F': 0.6585186995844536}",6.0,5.2,6.0,5.0,7.0,8.0,4.0,6.0,4.0,5.0,8.0,3.0
7,J,F,6.4335182574125165,15.181402934910466,"{'J': 0.7090464547677262, 'F': 0.29095354523227385}","{'J': 0.3486552567237164, 'F': 0.6513447432762837}",5.6,5.0,6.0,4.0,7.0,8.0,3.0,6.0,4.0,5.0,7.0,3.0
8,J,F,7.435820391556801,17.24377495603769,"{'J': 0.7090153921329099, 'F': 0.29098460786709013}","{'J': 0.3556587631385969, 'F': 0.6443412368614031}",6.0,5.0,6.0,5.0,7.0,8.0,4.0,6.0,4.0,5.0,7.0,3.0
9,J,F,8.47592810273383,19.351656521192815,"{'J': 0.7519569471624267, 'F': 0.24804305283757339}","{'J': 0.39603232916972814, 'F': 0.6039676708302718}",5.0,5.0,6.0,4.0,5.0,7.0,3.0,6.0,4.0,5.0,7.0,3.0
10,J,F,9.562300092658989,21.423280807747986,"{'J': 0.7432068543451652, 'F': 0.25679314565483474}","{'J': 0.4147894221351616, 'F': 0.5852105778648384}",5.6,5.8,6.0,4.0,7.0,8.0,3.0,6.0,5.0,6.0,8.0,4.0
