round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,F,-0.7342280570059148,0.6101662735263422,"{'J': 0.9566546432719937, 'F': 0.04334535672800636}","{'J': 0.2844574780058651, 'F': 0.7155425219941349}",6.0,6.8,4.0,6.0,7.0,8.0,5.0,6.0,7.0,8.0,8.0,5.0
2,J,F,-1.6844619898180344,0.3225257077941929,"{'J': 0.5852105778648384, 'F': 0.4147894221351616}","{'J': 0.25391389432485323, 'F': 0.7460861056751468}",5.6,6.8,4.0,6.0,7.0,8.0,3.0,6.0,7.0,8.0,8.0,5.0
3,J,F,-2.545842402172952,0.08174227567548087,"{'J': 0.6077807682896991, 'F': 0.39221923171030093}","{'J': 0.29748227817159617, 'F': 0.7025177218284038}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
4,J,F,-3.547964932168059,-0.4087750747447422,"{'J': 0.5037869533349622, 'F': 0.49621304666503785}","{'J': 0.24798436354752015, 'F': 0.7520156364524798}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
5,J,F,-4.471303756123987,-0.8328622617237271,"{'J': 0.5311507451746885, 'F': 0.46884925482531153}","{'J': 0.28152492668621704, 'F': 0.718475073313783}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
6,J,F,-5.418588510911126,-1.2851555676958155,"{'J': 0.5194234058148057, 'F': 0.4805765941851942}","{'J': 0.27192768140728074, 'F': 0.7280723185927193}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
7,J,F,-6.2520870923409015,-1.6662716927057715,"{'J': 0.550561797752809, 'F': 0.449438202247191}","{'J': 0.32437056954289906, 'F': 0.675629430457101}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
8,J,F,-7.0418737221062155,-2.1216847447696088,"{'J': 0.5194234058148057, 'F': 0.4805765941851942}","{'J': 0.35223661696406744, 'F': 0.6477633830359325}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
9,J,F,-7.77449533350317,-2.508365268956819,"{'J': 0.5504766560743095, 'F': 0.44952334392569054}","{'J': 0.37750611246943766, 'F': 0.6224938875305623}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
10,J,F,-8.474965349737747,-2.7856514194590725,"{'J': 0.6001955034213099, 'F': 0.3998044965786901}","{'J': 0.38860357055514794, 'F': 0.6113964294448521}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
