round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,F,F,1.0966433730291532,2.432104579213329,"{'J': 0.40738928309273303, 'F': 0.592610716907267}","{'J': 0.14029704185589786, 'F': 0.8597029581441021}",5.6,4.2,4.0,6.0,7.0,8.0,3.0,4.0,3.0,4.0,8.0,2.0
2,J,F,3.0225888858121017,5.269700918852475,"{'J': 0.6549278552213255, 'F': 0.3450721447786745}","{'J': 0.472597689850086, 'F': 0.527402310149914}",5.6,5.2,4.0,6.0,7.0,8.0,3.0,4.0,5.0,6.0,8.0,3.0
3,J,F,4.755924790855859,7.824618315936216,"{'J': 0.5273485405935737, 'F': 0.4726514594064263}","{'J': 0.36303224218557717, 'F': 0.6369677578144228}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
4,F,F,6.324382105434887,10.1328968467035,"{'J': 0.4263299828389311, 'F': 0.5736700171610689}","{'J': 0.27836573960127986, 'F': 0.7216342603987201}",5.6,5.2,4.0,6.0,7.0,8.0,3.0,4.0,5.0,6.0,8.0,3.0
5,F,F,7.870134569234114,12.450249746601223,"{'J': 0.42633382280959375, 'F': 0.5736661771904062}","{'J': 0.27201373558989456, 'F': 0.7279862644101055}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
6,F,F,9.335770153731989,14.567534816175504,"{'J': 0.3557079862812347, 'F': 0.6442920137187653}","{'J': 0.2253780892659535, 'F': 0.7746219107340465}",5.6,5.2,4.0,6.0,7.0,8.0,3.0,4.0,5.0,6.0,8.0,3.0
7,F,F,10.945894422553357,16.810781606224097,"{'J': 0.41121724222385503, 'F': 0.588782757776145}","{'J': 0.2845927379784102, 'F': 0.7154072620215898}",5.6,5.2,4.0,6.0,7.0,8.0,3.0,4.0,5.0,6.0,8.0,3.0
8,F,F,12.55856802172522,19.016806346556777,"{'J': 0.3999510164095028, 'F': 0.6000489835904972}","{'J': 0.2812807881773399, 'F': 0.7187192118226601}",5.6,5.2,4.0,6.0,7.0,8.0,3.0,4.0,5.0,6.0,8.0,3.0
9,F,F,14.250921201369014,21.227536507002892,"{'J': 0.4111600587371512, 'F': 0.5888399412628488}","{'J': 0.3074846625766871, 'F': 0.6925153374233128}",5.6,5.2,4.0,6.0,7.0,8.0,3.0,4.0,5.0,6.0,8.0,3.0
10,F,F,15.82853049401165,23.59392234554121,"{'J': 0.44564152791381, 'F': 0.55435847208619}","{'J': 0.28788621873467385, 'F': 0.7121137812653261}",5.6,5.2,4.0,6.0,7.0,8.0,3.0,4.0,5.0,6.0,8.0,3.0
