round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,J,2.257818223903067,2.2577990944097883,"{'J': 0.5039100684261975, 'F': 0.49608993157380255}","{'J': 0.5039138943248532, 'F': 0.49608610567514677}",3.6,5.6,2.0,4.0,2.0,8.0,2.0,4.0,6.0,6.0,8.0,4.0
2,F,F,4.292826826637831,4.368240097760327,"{'J': 0.42249388753056233, 'F': 0.5775061124694376}","{'J': 0.4074074074074074, 'F': 0.5925925925925926}",3.8,5.4,2.0,4.0,3.0,8.0,2.0,4.0,6.0,5.0,8.0,4.0
3,J,J,6.535015035502168,6.6884467495309865,"{'J': 0.5234932349323493, 'F': 0.47650676506765066}","{'J': 0.5078895463510849, 'F': 0.4921104536489152}",5.2,5.6,4.0,6.0,4.0,8.0,4.0,4.0,6.0,6.0,8.0,4.0
4,J,F,8.679710581690781,9.107032228514617,"{'J': 0.5429553264604811, 'F': 0.4570446735395189}","{'J': 0.4881773399014778, 'F': 0.5118226600985222}",5.0,5.4,4.0,6.0,4.0,8.0,3.0,4.0,6.0,5.0,8.0,4.0
5,F,F,10.847240806215824,11.392376418003884,"{'J': 0.5, 'F': 0.5}","{'J': 0.4764372070071552, 'F': 0.5235627929928448}",5.2,5.6,4.0,6.0,5.0,8.0,3.0,4.0,6.0,6.0,8.0,4.0
6,F,F,13.075598925877243,13.6403809030877,"{'J': 0.4960707269155206, 'F': 0.5039292730844793}","{'J': 0.49214145383104124, 'F': 0.5078585461689588}",3.8,5.6,2.0,4.0,3.0,8.0,2.0,4.0,6.0,6.0,8.0,4.0
7,F,F,15.318935123702737,15.690860584965108,"{'J': 0.4302554027504912, 'F': 0.5697445972495089}","{'J': 0.468826705940108, 'F': 0.531173294059892}",3.8,5.2,2.0,4.0,3.0,8.0,2.0,4.0,6.0,4.0,8.0,4.0
8,F,J,17.659108838516108,17.835511351820784,"{'J': 0.4764705882352941, 'F': 0.5235294117647059}","{'J': 0.5155751778268335, 'F': 0.48442482217316657}",3.8,5.6,2.0,4.0,3.0,8.0,2.0,4.0,6.0,6.0,8.0,4.0
9,F,F,19.92228221254919,20.00140451886508,"{'J': 0.47264662395268603, 'F': 0.5273533760473139}","{'J': 0.4921026653504442, 'F': 0.5078973346495558}",5.2,5.6,4.0,5.0,6.0,8.0,3.0,4.0,6.0,6.0,8.0,4.0
10,F,J,22.266549090432058,22.111566968973015,"{'J': 0.46499013806706113, 'F': 0.5350098619329389}","{'J': 0.5118110236220472, 'F': 0.4881889763779528}",3.4,5.6,2.0,3.0,2.0,8.0,2.0,4.0,6.0,6.0,8.0,4.0
