round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,F,0.9951105022193243,4.201011264763805,"{'J': 0.9518455145441213, 'F': 0.048154485455878755}","{'J': 0.31066536203522505, 'F': 0.6893346379647749}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
2,J,F,2.696186678526662,7.622429654827066,"{'J': 0.8244798041615667, 'F': 0.17552019583843328}","{'J': 0.480411361410382, 'F': 0.519588638589618}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
3,J,F,4.1827680973782835,11.107801523671256,"{'J': 0.8032325211215868, 'F': 0.19676747887841312}","{'J': 0.4034744311230732, 'F': 0.5965255688769269}",5.6,5.2,4.0,6.0,7.0,8.0,3.0,4.0,6.0,5.0,8.0,3.0
4,J,F,5.821464421207391,14.450903398741493,"{'J': 0.7826619321660341, 'F': 0.21733806783396595}","{'J': 0.4417808219178082, 'F': 0.5582191780821918}",5.6,5.2,4.0,6.0,7.0,8.0,3.0,4.0,6.0,5.0,8.0,3.0
5,J,F,7.401741532003432,17.890156537564707,"{'J': 0.8056744527332763, 'F': 0.19432554726672374}","{'J': 0.4338792471278416, 'F': 0.5661207528721584}",5.6,5.2,4.0,6.0,7.0,8.0,3.0,4.0,6.0,5.0,8.0,3.0
6,J,F,8.932423699626522,21.336461450224025,"{'J': 0.7981404453144115, 'F': 0.20185955468558844}","{'J': 0.41501589630716557, 'F': 0.5849841036928344}",5.6,5.2,4.0,6.0,7.0,8.0,3.0,4.0,6.0,5.0,8.0,3.0
7,J,F,10.470913814223545,24.785467943965568,"{'J': 0.8006851829193686, 'F': 0.19931481708063134}","{'J': 0.41858190709046456, 'F': 0.5814180929095355}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
8,J,F,12.118880289794589,28.152260825404582,"{'J': 0.7931540342298289, 'F': 0.20684596577017114}","{'J': 0.4493887530562347, 'F': 0.5506112469437653}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
9,J,F,13.80448823936952,31.49799453857088,"{'J': 0.7931498470948012, 'F': 0.2068501529051988}","{'J': 0.46112469437652814, 'F': 0.5388753056234719}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
10,J,F,15.554957096288918,34.77913678000186,"{'J': 0.7826513109531977, 'F': 0.21734868904680227}","{'J': 0.4765166340508806, 'F': 0.5234833659491194}",5.6,5.2,4.0,6.0,7.0,8.0,3.0,4.0,6.0,5.0,8.0,3.0
