round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,F,F,0.7142583140029145,1.634427590065811,"{'J': 0.36656891495601174, 'F': 0.6334310850439883}","{'J': 0.17334644701253996, 'F': 0.82665355298746}",6.8,6.6,4.0,8.0,8.0,8.0,6.0,6.0,7.0,8.0,8.0,4.0
2,J,F,1.6391312261307287,2.4764755203490356,"{'J': 0.6926470588235294, 'F': 0.3073529411764706}","{'J': 0.3487654320987654, 'F': 0.6512345679012346}",6.6,5.6,6.0,7.0,8.0,8.0,4.0,4.0,6.0,7.0,8.0,3.0
3,J,F,2.639534449084726,3.3664380984292697,"{'J': 0.647887323943662, 'F': 0.352112676056338}","{'J': 0.40733299849321947, 'F': 0.5926670015067805}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
4,J,F,3.4994957304683005,4.3862388098222365,"{'J': 0.588984088127295, 'F': 0.41101591187270503}","{'J': 0.33109619686800895, 'F': 0.668903803131991}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
5,J,F,4.407518090794187,5.352840860278027,"{'J': 0.6113964294448521, 'F': 0.38860357055514794}","{'J': 0.3593137254901961, 'F': 0.640686274509804}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
6,J,F,5.254552452830457,6.37272735252485,"{'J': 0.5928099779897286, 'F': 0.40719002201027144}","{'J': 0.3207639569049951, 'F': 0.6792360430950048}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
7,J,F,6.073912168853643,7.367124825520956,"{'J': 0.6149706457925636, 'F': 0.3850293542074364}","{'J': 0.2975104757209761, 'F': 0.7024895242790239}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
8,J,F,7.021374181383487,8.299913323744123,"{'J': 0.6260699437515285, 'F': 0.37393005624847153}","{'J': 0.38126681340180973, 'F': 0.6187331865981903}",5.6,5.4,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,2.0
9,J,F,7.884950585810328,9.300786603066605,"{'J': 0.600293542074364, 'F': 0.399706457925636}","{'J': 0.3310580204778157, 'F': 0.6689419795221843}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
10,J,F,8.744942239656663,10.376727610313804,"{'J': 0.550526058233423, 'F': 0.44947394176657696}","{'J': 0.34149926506614403, 'F': 0.658500734933856}",5.4,5.6,4.0,6.0,7.0,8.0,2.0,4.0,6.0,7.0,8.0,3.0
