round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,F,0.688288684994063,4.180043513737956,"{'J': 0.8807967251176148, 'F': 0.11920327488238529}","{'J': 0.18244575936883628, 'F': 0.8175542406311637}",6.0,7.0,4.0,6.0,7.0,8.0,5.0,6.0,7.0,8.0,8.0,6.0
2,J,F,2.3007893252298857,6.894785135873405,"{'J': 0.562117128154864, 'F': 0.437882871845136}","{'J': 0.34166893177493884, 'F': 0.6583310682250612}",6.0,6.8,4.0,6.0,7.0,8.0,5.0,6.0,7.0,8.0,8.0,5.0
3,J,F,4.04654636031476,9.444305970672056,"{'J': 0.5273704789833822, 'F': 0.4726295210166178}","{'J': 0.3666177190406265, 'F': 0.6333822809593734}",5.6,6.0,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,5.0
4,F,F,5.85159958789972,11.836948824394927,"{'J': 0.48423368369591785, 'F': 0.5157663163040821}","{'J': 0.36671575846833576, 'F': 0.6332842415316642}",6.0,6.0,4.0,6.0,7.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0
5,J,J,7.9896155157183815,14.398800920967094,"{'J': 0.5927192768140728, 'F': 0.4072807231859272}","{'J': 0.5079520430633717, 'F': 0.49204795693662834}",6.0,6.8,4.0,6.0,7.0,8.0,5.0,6.0,7.0,8.0,8.0,5.0
6,J,F,9.923122432746208,16.79574162235146,"{'J': 0.5037869533349622, 'F': 0.49621304666503785}","{'J': 0.4111001964636542, 'F': 0.5888998035363457}",6.0,6.0,4.0,6.0,7.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0
7,J,F,11.81455742668616,19.326866538400488,"{'J': 0.5427872860635696, 'F': 0.4572127139364303}","{'J': 0.4148493016417545, 'F': 0.5851506983582455}",6.0,6.0,4.0,6.0,7.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0
8,J,F,13.747769836670459,21.724312451629604,"{'J': 0.5039138943248532, 'F': 0.49608610567514677}","{'J': 0.41106719367588934, 'F': 0.5889328063241107}",5.6,6.0,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,5.0
9,F,F,15.73206049146352,24.076583326638865,"{'J': 0.49608993157380255, 'F': 0.5039100684261975}","{'J': 0.42249388753056233, 'F': 0.5775061124694376}",5.6,5.8,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,4.0
10,J,F,17.65424763160721,26.502113864506896,"{'J': 0.5117416829745597, 'F': 0.4882583170254403}","{'J': 0.41107300342969133, 'F': 0.5889269965703087}",5.6,6.0,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,5.0
