round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,J,2.8153464984330894,3.1009415686893607,"{'J': 0.9875681837307689, 'F': 0.012431816269231063}","{'J': 0.9304491696795146, 'F': 0.06955083032048533}",6.0,7.4,4.0,6.0,7.0,8.0,5.0,6.0,8.0,7.0,8.0,8.0
2,J,J,5.220642073319199,6.238350487128292,"{'J': 0.8775047490655065, 'F': 0.12249525093449354}","{'J': 0.731082080354942, 'F': 0.2689179196450579}",7.2,7.4,6.0,8.0,7.0,9.0,6.0,6.0,8.0,7.0,8.0,8.0
3,J,J,7.508931854882192,9.353464475273293,"{'J': 0.8376089358045906, 'F': 0.16239106419540936}","{'J': 0.672244094488189, 'F': 0.327755905511811}",7.0,7.4,6.0,7.0,8.0,8.0,6.0,6.0,8.0,7.0,8.0,8.0
4,J,J,10.016047602108632,12.460627809971582,"{'J': 0.8918273645546373, 'F': 0.10817263544536272}","{'J': 0.7718178470602676, 'F': 0.22818215293973243}",6.8,7.4,4.0,7.0,8.0,9.0,6.0,6.0,8.0,7.0,8.0,8.0
5,J,J,12.661700295572516,15.616587326308641,"{'J': 0.9579050416054822, 'F': 0.042094958394517865}","{'J': 0.8558436770308467, 'F': 0.14415632296915326}",7.2,7.4,6.0,8.0,7.0,9.0,6.0,6.0,8.0,7.0,8.0,8.0
6,J,J,15.24543984256032,18.78328776817356,"{'J': 0.9433339446176416, 'F': 0.05666605538235833}","{'J': 0.8267417656422187, 'F': 0.17325823435778132}",6.0,7.4,4.0,7.0,6.0,8.0,5.0,6.0,8.0,7.0,8.0,8.0
7,J,J,17.838122775532796,21.9492619048474,"{'J': 0.9458079897301097, 'F': 0.05419201026989027}","{'J': 0.8311497489898372, 'F': 0.16885025101016285}",7.4,7.4,6.0,8.0,8.0,9.0,6.0,6.0,8.0,7.0,8.0,8.0
8,J,J,20.48271377085996,25.088301075902997,"{'J': 0.9489202911849269, 'F': 0.0510797088150731}","{'J': 0.8500306560392398, 'F': 0.14996934396076028}",5.6,7.4,4.0,6.0,6.0,8.0,4.0,6.0,8.0,7.0,8.0,8.0
9,J,J,23.064378819735644,28.26597412054563,"{'J': 0.9481409001956947, 'F': 0.05185909980430528}","{'J': 0.8289393010423053, 'F': 0.17106069895769466}",6.0,7.4,4.0,7.0,6.0,8.0,5.0,6.0,8.0,7.0,8.0,8.0
10,J,J,25.638033250497536,31.44245100507662,"{'J': 0.9450032099293816, 'F': 0.054996790070618445}","{'J': 0.8244387191755613, 'F': 0.17556128082443873}",7.2,7.4,6.0,8.0,7.0,9.0,6.0,6.0,8.0,7.0,8.0,8.0
