round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,J,1.6559861160007894,3.871760233462361,"{'J': 0.98998778998779, 'F': 0.010012210012210013}","{'J': 0.5468329664954756, 'F': 0.4531670335045243}",6.0,6.0,4.0,6.0,7.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0
2,J,J,3.6795934421938306,6.708964745788871,"{'J': 0.6723968565815324, 'F': 0.3276031434184676}","{'J': 0.5096774193548387, 'F': 0.49032258064516127}",6.0,6.0,4.0,6.0,7.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0
3,J,F,5.767218925606759,9.186308829961149,"{'J': 0.5545766030347529, 'F': 0.4454233969652472}","{'J': 0.47663288288288286, 'F': 0.5233671171171171}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
4,J,J,7.961443480120863,11.833203891974971,"{'J': 0.6334067009048667, 'F': 0.3665932990951333}","{'J': 0.5428725994049229, 'F': 0.4571274005950771}",6.0,6.0,4.0,6.0,7.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0
5,J,J,10.235706036779387,14.39215433571761,"{'J': 0.6151211157328114, 'F': 0.38487888426718864}","{'J': 0.5581835383159887, 'F': 0.44181646168401134}",6.0,6.0,4.0,6.0,7.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0
6,J,F,12.33847685728745,16.80689018434991,"{'J': 0.5350941550501345, 'F': 0.4649058449498655}","{'J': 0.47270114942528735, 'F': 0.5272988505747126}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
7,J,J,14.546342704723111,19.37740054408649,"{'J': 0.6077565046637211, 'F': 0.39224349533627884}","{'J': 0.5352276022035373, 'F': 0.46477239779646273}",5.6,6.0,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,5.0
8,J,J,16.745139017935863,21.847476509273307,"{'J': 0.5698924731182796, 'F': 0.43010752688172044}","{'J': 0.5156365427234672, 'F': 0.48436345727653285}",5.6,6.0,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,5.0
9,J,F,18.93093464563865,24.169984267348124,"{'J': 0.5156555772994129, 'F': 0.4843444227005871}","{'J': 0.488313151225007, 'F': 0.5116868487749929}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
10,J,J,21.336479745588427,26.555431146755794,"{'J': 0.5735941320293398, 'F': 0.42640586797066016}","{'J': 0.5776137761377613, 'F': 0.4223862238622386}",5.6,6.0,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,5.0
