round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,F,0.8954816569907809,0.6321005244068139,"{'J': 0.8176146788990826, 'F': 0.18238532110091743}","{'J': 0.3140758873929009, 'F': 0.6859241126070992}",7.4,8.4,7.0,8.0,8.0,8.0,6.0,8.0,9.0,8.0,9.0,8.0
2,J,J,2.221022765226359,1.3651492420538496,"{'J': 0.7690227412415489, 'F': 0.23097725875845113}","{'J': 0.5272234540527223, 'F': 0.47277654594727764}",7.8,7.4,8.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,7.0
3,J,J,3.5054796764645406,2.1370806624813214,"{'J': 0.7249255213505462, 'F': 0.27507447864945384}","{'J': 0.5313372240548084, 'F': 0.46866277594519157}",7.6,7.4,8.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,9.0,6.0
4,J,F,4.65572909490518,2.860217123610513,"{'J': 0.7717884130982368, 'F': 0.2282115869017632}","{'J': 0.441768065557487, 'F': 0.5582319344425131}",8.2,7.2,8.0,9.0,8.0,9.0,7.0,6.0,8.0,8.0,8.0,6.0
5,J,F,5.763970064722102,3.5853319182666237,"{'J': 0.769, 'F': 0.231}","{'J': 0.4225630875804057, 'F': 0.5774369124195943}",8.4,7.2,8.0,9.0,8.0,9.0,8.0,6.0,8.0,8.0,8.0,6.0
6,J,F,6.831478348291604,4.252199114101648,"{'J': 0.8080908977400425, 'F': 0.19190910225995755}","{'J': 0.39222964612719624, 'F': 0.6077703538728038}",7.4,7.2,6.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,6.0
7,J,F,8.069050811115453,4.925074918882166,"{'J': 0.8175944333996024, 'F': 0.1824055666003976}","{'J': 0.4647538956220628, 'F': 0.5352461043779372}",8.4,7.2,8.0,9.0,8.0,9.0,8.0,6.0,8.0,8.0,8.0,6.0
8,J,F,9.15795319714408,5.583758060452016,"{'J': 0.8152079990124675, 'F': 0.1847920009875324}","{'J': 0.3999016232169208, 'F': 0.6000983767830792}",7.2,7.4,6.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0
9,J,F,10.133391082617374,6.282256695297583,"{'J': 0.7826625386996904, 'F': 0.2173374613003096}","{'J': 0.3558070866141732, 'F': 0.6441929133858267}",7.2,7.2,6.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,6.0
10,J,F,11.181027745173889,6.908109551853276,"{'J': 0.8333333333333334, 'F': 0.16666666666666666}","{'J': 0.3775585696670777, 'F': 0.6224414303329223}",8.4,8.4,8.0,9.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,8.0
