round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,J,-0.48015506367251837,-0.1937655068454892,"{'J': 0.6549364613880743, 'F': 0.34506353861192574}","{'J': 0.5117416829745597, 'F': 0.4882583170254403}",6.8,6.0,8.0,8.0,8.0,8.0,2.0,6.0,6.0,6.0,6.0,6.0
2,F,F,-1.405491226492665,-0.9418887303027832,"{'J': 0.3959764474975466, 'F': 0.6040235525024534}","{'J': 0.3073699778161203, 'F': 0.6926300221838797}",2.0,1.8,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
3,J,J,-1.8638722609532454,-1.2241736801453924,"{'J': 0.611468116658428, 'F': 0.3885318833415719}","{'J': 0.5234200743494424, 'F': 0.4765799256505576}",5.2,3.8,4.0,5.0,6.0,8.0,3.0,4.0,4.0,4.0,4.0,3.0
4,J,F,-2.4269658532841936,-1.5090696001392465,"{'J': 0.603894503327582, 'F': 0.39610549667241807}","{'J': 0.464795667159035, 'F': 0.535204332840965}",3.8,5.2,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,8.0,4.0
5,J,J,-2.9202731036998713,-1.7652304790912094,"{'J': 0.6223862238622386, 'F': 0.37761377613776137}","{'J': 0.5038130381303813, 'F': 0.4961869618696187}",2.6,4.2,2.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,8.0,2.0
6,J,J,-3.400720597268126,-1.9247455644580138,"{'J': 0.6722772277227723, 'F': 0.32772277227722774}","{'J': 0.5118110236220472, 'F': 0.4881889763779528}",5.8,2.6,6.0,6.0,6.0,6.0,5.0,2.0,3.0,2.0,4.0,2.0
7,J,F,-3.9732892898321173,-2.2795239918947625,"{'J': 0.5698845492507983, 'F': 0.43011545074920166}","{'J': 0.46098941668717697, 'F': 0.539010583312823}",3.8,3.8,4.0,3.0,4.0,6.0,2.0,4.0,4.0,4.0,4.0,3.0
8,J,F,-4.524305582824083,-2.6519768294596924,"{'J': 0.562085074993853, 'F': 0.43791492500614704}","{'J': 0.47280334728033474, 'F': 0.5271966527196653}",3.6,3.6,4.0,3.0,4.0,5.0,2.0,4.0,3.0,4.0,5.0,2.0
9,J,F,-5.024305582824083,-2.96664579327953,"{'J': 0.5926655180900812, 'F': 0.4073344819099188}","{'J': 0.5, 'F': 0.5}",3.8,4.2,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,2.0
10,J,F,-5.546054776144126,-3.3098759147429666,"{'J': 0.5774717166748647, 'F': 0.42252828332513526}","{'J': 0.48821218074656186, 'F': 0.5117878192534381}",3.8,1.8,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0
