round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,J,2.7769032757696768,3.0804091562696687,"{'J': 0.9626667480692329, 'F': 0.037333251930767114}","{'J': 0.9019655719692345, 'F': 0.09803442803076548}",6.8,7.0,6.0,7.0,8.0,8.0,5.0,6.0,7.0,8.0,8.0,6.0
2,F,J,5.15030715385942,5.200599238212213,"{'J': 0.47275836794527243, 'F': 0.5272416320547276}","{'J': 0.5234011271747121, 'F': 0.4765988728252879}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,3.0
3,J,J,7.610168573626648,7.818464747513899,"{'J': 0.67236328125, 'F': 0.32763671875}","{'J': 0.6407624633431085, 'F': 0.3592375366568915}",6.0,6.0,4.0,6.0,7.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0
4,J,J,9.921501000618754,10.319674155998277,"{'J': 0.6002442002442002, 'F': 0.3997557997557998}","{'J': 0.562268803945746, 'F': 0.43773119605425403}",6.0,6.8,4.0,6.0,7.0,8.0,5.0,6.0,7.0,8.0,8.0,5.0
5,J,J,12.229610922556589,12.58857882338637,"{'J': 0.5155142926948448, 'F': 0.48448570730515517}","{'J': 0.5233553436047933, 'F': 0.47664465639520665}",6.0,6.0,4.0,6.0,7.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0
6,F,F,14.414578136907021,14.582900697382179,"{'J': 0.4035688095820093, 'F': 0.5964311904179908}","{'J': 0.44169787765293383, 'F': 0.5583021223470662}",6.0,6.0,4.0,6.0,7.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0
7,J,J,16.81499621198263,17.148970619506013,"{'J': 0.6407624633431085, 'F': 0.3592375366568915}","{'J': 0.6076320939334638, 'F': 0.3923679060665362}",6.0,6.0,4.0,6.0,7.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0
8,J,J,19.222426560311213,19.594791638750955,"{'J': 0.5964311904179908, 'F': 0.4035688095820093}","{'J': 0.5887530562347189, 'F': 0.41124694376528115}",6.0,6.0,4.0,6.0,7.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0
9,J,J,21.489336838772996,22.05450207495083,"{'J': 0.5774406655248349, 'F': 0.42255933447516514}","{'J': 0.5388806339772164, 'F': 0.4611193660227836}",6.0,6.0,4.0,6.0,7.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0
10,J,J,23.950710649841863,24.552735639040677,"{'J': 0.6260699437515285, 'F': 0.37393005624847153}","{'J': 0.6186979931473323, 'F': 0.38130200685266763}",6.0,6.0,4.0,6.0,7.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0
