round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,J,2.693205913616817,3.1590378634339458,"{'J': 0.9755769730109514, 'F': 0.024423026989048587}","{'J': 0.8824105830475257, 'F': 0.11758941695247428}",5.2,6.0,4.0,6.0,5.0,8.0,3.0,5.0,6.0,6.0,8.0,5.0
2,J,J,5.124742665654576,6.1957001384842565,"{'J': 0.8397058823529412, 'F': 0.16029411764705884}","{'J': 0.7186807777504307, 'F': 0.2813192222495693}",4.0,5.2,3.0,4.0,3.0,8.0,2.0,4.0,6.0,4.0,8.0,4.0
3,J,J,7.488285586027966,8.879276513457055,"{'J': 0.6790880117675901, 'F': 0.3209119882324099}","{'J': 0.6150813208477083, 'F': 0.3849186791522918}",4.8,4.8,4.0,6.0,4.0,8.0,2.0,4.0,6.0,4.0,8.0,2.0
4,J,J,9.8383182345298,11.738946033543076,"{'J': 0.7461368653421634, 'F': 0.25386313465783666}","{'J': 0.6442094910253258, 'F': 0.3557905089746742}",5.2,5.8,4.0,6.0,5.0,8.0,3.0,5.0,6.0,5.0,8.0,5.0
5,J,J,12.064843939389007,14.59441988316107,"{'J': 0.7185276073619632, 'F': 0.2814723926380368}","{'J': 0.592737978410206, 'F': 0.4072620215897939}",4.0,5.8,3.0,4.0,3.0,8.0,2.0,5.0,6.0,5.0,8.0,5.0
6,J,J,14.272344337601387,17.301766620377546,"{'J': 0.6583149103414394, 'F': 0.34168508965856054}","{'J': 0.5583456425406204, 'F': 0.44165435745937964}",3.8,5.2,2.0,4.0,3.0,8.0,2.0,4.0,6.0,4.0,8.0,4.0
7,J,J,16.530825227078587,19.984242118351197,"{'J': 0.6584766584766585, 'F': 0.3415233415233415}","{'J': 0.5736777367773678, 'F': 0.4263222632226322}",3.8,5.6,2.0,4.0,3.0,8.0,2.0,5.0,6.0,5.0,8.0,4.0
8,J,J,18.809851068926967,22.51091450057126,"{'J': 0.6040235525024534, 'F': 0.3959764474975466}","{'J': 0.5544942444281166, 'F': 0.44550575557188343}",4.0,5.6,3.0,4.0,3.0,8.0,2.0,5.0,6.0,5.0,8.0,4.0
9,J,J,20.92845515607128,25.092497123383026,"{'J': 0.5965346534653465, 'F': 0.4034653465346535}","{'J': 0.5039389463318562, 'F': 0.4960610536681438}",4.0,4.0,3.0,4.0,3.0,8.0,2.0,3.0,4.0,3.0,8.0,2.0
10,J,J,23.17911346328131,27.517136621815627,"{'J': 0.5620689655172414, 'F': 0.4379310344827586}","{'J': 0.5272727272727272, 'F': 0.4727272727272727}",3.8,5.6,3.0,4.0,2.0,8.0,2.0,5.0,6.0,4.0,8.0,5.0
