round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,J,2.5481056823991297,3.213570360688692,"{'J': 0.9553260404571289, 'F': 0.04467395954287111}","{'J': 0.8222331047992164, 'F': 0.17776689520078354}",6.8,7.0,6.0,7.0,8.0,8.0,5.0,6.0,7.0,8.0,8.0,6.0
2,J,J,4.927220860967311,6.195481808231144,"{'J': 0.8032325211215868, 'F': 0.19676747887841312}","{'J': 0.6826732673267327, 'F': 0.31732673267326733}",6.8,7.0,6.0,7.0,8.0,8.0,5.0,6.0,7.0,8.0,8.0,6.0
3,J,J,7.254865825583218,8.973776278494107,"{'J': 0.7089661930426262, 'F': 0.29103380695737385}","{'J': 0.618836291913215, 'F': 0.381163708086785}",6.8,6.8,6.0,7.0,8.0,8.0,5.0,6.0,7.0,8.0,8.0,5.0
4,J,J,9.515148811929802,11.519156588980838,"{'J': 0.607650809220206, 'F': 0.392349190779794}","{'J': 0.5506313443921763, 'F': 0.44936865560782374}",6.4,6.4,6.0,7.0,6.0,8.0,5.0,6.0,7.0,6.0,8.0,5.0
5,J,J,11.744488287627298,14.017089576149761,"{'J': 0.5850073493385596, 'F': 0.4149926506614405}","{'J': 0.531288647044274, 'F': 0.46871135295572597}",6.0,6.2,5.0,6.0,7.0,8.0,4.0,5.0,6.0,7.0,8.0,5.0
6,J,J,14.035468031837933,16.42383475936071,"{'J': 0.5622233152975897, 'F': 0.4377766847024102}","{'J': 0.5390702274975272, 'F': 0.4609297725024728}",6.0,6.2,5.0,6.0,7.0,8.0,4.0,5.0,6.0,7.0,8.0,5.0
7,J,J,16.302249185648,18.78755811370891,"{'J': 0.5428220858895706, 'F': 0.45717791411042946}","{'J': 0.5234336457819437, 'F': 0.47656635421805627}",6.0,6.2,5.0,6.0,7.0,8.0,4.0,5.0,6.0,7.0,8.0,5.0
8,F,F,18.586447493302202,20.877656266084923,"{'J': 0.4494602551521099, 'F': 0.55053974484789}","{'J': 0.4882802862077473, 'F': 0.5117197137922527}",5.6,6.0,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,5.0
9,J,J,21.24316037121452,23.57981074110469,"{'J': 0.7491720838954986, 'F': 0.2508279161045014}","{'J': 0.7400837644740084, 'F': 0.25991623552599163}",6.0,7.0,4.0,6.0,7.0,8.0,5.0,6.0,7.0,8.0,8.0,6.0
10,J,J,23.855568373190316,26.325952286316944,"{'J': 0.7577914110429448, 'F': 0.24220858895705522}","{'J': 0.7310447023956532, 'F': 0.2689552976043468}",5.6,6.4,4.0,6.0,7.0,8.0,3.0,6.0,7.0,6.0,8.0,5.0
