round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,F,J,2.761385214100824,1.9374243339052253,"{'J': 0.4650366748166259, 'F': 0.5349633251833741}","{'J': 0.6298288508557457, 'F': 0.37017114914425425}",5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,7.0,8.0,5.0
2,F,J,5.152634584186506,3.939485220007398,"{'J': 0.4340175953079179, 'F': 0.5659824046920822}","{'J': 0.5118552921046199, 'F': 0.4881447078953801}",5.6,5.6,4.0,6.0,7.0,8.0,3.0,4.0,6.0,6.0,8.0,4.0
3,F,F,7.449211601301421,6.080805513405931,"{'J': 0.4689486552567237, 'F': 0.5310513447432763}","{'J': 0.5, 'F': 0.5}",6.0,6.0,4.0,6.0,7.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0
4,J,J,9.821638403221485,8.37607279940955,"{'J': 0.5350941550501345, 'F': 0.4649058449498655}","{'J': 0.550526058233423, 'F': 0.44947394176657696}",6.0,6.0,4.0,6.0,7.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0
5,F,F,12.13930842586199,10.441373892305464,"{'J': 0.4456123197262283, 'F': 0.5543876802737717}","{'J': 0.49608610567514677, 'F': 0.5039138943248532}",6.0,6.0,4.0,6.0,7.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0
6,F,J,14.513117703961306,12.561028722701945,"{'J': 0.4726295210166178, 'F': 0.5273704789833822}","{'J': 0.5234604105571847, 'F': 0.47653958944281527}",6.0,6.0,4.0,6.0,7.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0
7,F,J,16.847249083123288,14.641425797762283,"{'J': 0.4531670335045243, 'F': 0.5468329664954756}","{'J': 0.5039138943248532, 'F': 0.49608610567514677}",6.0,5.6,4.0,6.0,7.0,8.0,5.0,4.0,6.0,6.0,8.0,4.0
8,F,J,19.321339945744647,16.686545211118073,"{'J': 0.46099290780141844, 'F': 0.5390070921985816}","{'J': 0.5467871976545321, 'F': 0.45321280234546785}",5.8,5.6,4.0,6.0,7.0,8.0,4.0,4.0,6.0,6.0,8.0,4.0
9,F,J,21.828411191556857,18.70707790882628,"{'J': 0.4570799706529714, 'F': 0.5429200293470287}","{'J': 0.5543876802737717, 'F': 0.4456123197262283}",6.0,6.0,4.0,6.0,7.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0
10,F,J,24.225612642337627,20.8500483939311,"{'J': 0.4843444227005871, 'F': 0.5156555772994129}","{'J': 0.5351906158357771, 'F': 0.46480938416422285}",5.6,6.0,4.0,6.0,7.0,8.0,3.0,4.0,6.0,7.0,8.0,5.0
