round,action_A,action_B,points_A,points_B,probs_A,probs_B,qualitative_scores_A,qualitative_scores_B,T_A,C_A,CS_A,R_A,S_A,T_B,C_B,CS_B,R_B,S_B
1,J,F,1.2191435700526496,3.6430942316753656,"{'J': 0.8055725284125627, 'F': 0.19442747158743737}","{'J': 0.32078239608801956, 'F': 0.6792176039119805}",4.6,4.6,4.0,3.0,6.0,8.0,2.0,4.0,3.0,6.0,8.0,2.0
2,F,F,2.7071307200221266,5.5039914325065595,"{'J': 0.28152492668621704, 'F': 0.718475073313783}","{'J': 0.20694291651387361, 'F': 0.7930570834861264}",4.6,6.0,4.0,3.0,6.0,8.0,2.0,4.0,6.0,7.0,8.0,5.0
3,J,F,4.652125471279063,8.090227360218607,"{'J': 0.5698924731182796, 'F': 0.43010752688172044}","{'J': 0.44164423782725715, 'F': 0.5583557621727429}",4.6,5.6,4.0,3.0,6.0,8.0,2.0,4.0,6.0,7.0,8.0,3.0
4,F,F,6.517676418691063,10.174068864934211,"{'J': 0.39232461500855537, 'F': 0.6076753849914447}","{'J': 0.34866650354783457, 'F': 0.6513334964521654}",4.6,5.6,4.0,3.0,6.0,8.0,2.0,4.0,6.0,7.0,8.0,3.0
5,J,F,8.512044986119633,12.556404611824172,"{'J': 0.5077035950110051, 'F': 0.49229640498899485}","{'J': 0.4301101591187271, 'F': 0.5698898408812729}",4.6,5.6,4.0,3.0,6.0,8.0,2.0,4.0,6.0,7.0,8.0,3.0
6,F,F,10.297669057957638,14.885740776485315,"{'J': 0.46099290780141844, 'F': 0.5390070921985816}","{'J': 0.3522504892367906, 'F': 0.6477495107632094}",5.6,4.6,4.0,6.0,7.0,8.0,3.0,4.0,3.0,6.0,8.0,2.0
7,J,F,12.205019646310046,17.293942892898066,"{'J': 0.5037906578625581, 'F': 0.49620934213744194}","{'J': 0.40362035225048926, 'F': 0.5963796477495108}",4.6,4.6,4.0,3.0,6.0,8.0,2.0,4.0,3.0,6.0,8.0,2.0
8,F,F,13.959066620701229,19.70845953460823,"{'J': 0.4843444227005871, 'F': 0.5156555772994129}","{'J': 0.3522504892367906, 'F': 0.6477495107632094}",4.6,4.6,4.0,3.0,6.0,8.0,2.0,4.0,3.0,6.0,8.0,2.0
9,J,F,15.915911067927546,22.130230687671695,"{'J': 0.5155446756425949, 'F': 0.4844553243574051}","{'J': 0.42255933447516514, 'F': 0.5774406655248349}",4.6,5.6,4.0,3.0,6.0,8.0,2.0,4.0,6.0,7.0,8.0,3.0
10,J,F,17.69434261752713,24.676875642659333,"{'J': 0.5311812179016875, 'F': 0.46881878209831257}","{'J': 0.37753853682407634, 'F': 0.6224614631759237}",4.6,4.6,4.0,3.0,6.0,8.0,2.0,4.0,3.0,6.0,8.0,2.0
